aallalaartarpit	aallar-LAAR=TAR<Interrogativ<du
nipilersuillutik	nipilersor-VIP<Ledsagemåde<de_selv
nuka	nuka<ental<Absolut
nukaa	nuka<ental<hans<Absolut
nukaniikkunnaartulli	nuka<flertal<Lokalis+IP+GUNNAAR<Participium<de+LI
nukaannaajunnaarpugullu	nuka-INNAQ-U+GUNNAAR<Indikativ<vi+LU
nukallillu	nuka-LIK<flertal<Relativ+LU
nukaleriniartulli	nuka-LIRI+NIAR<Participium<de+LI
nukannguara	nuka-NNGUAQ<ental<min<Absolut
nukanngoriartunngoorusupporlu	nuka-NNGUR-RIAR+TUQ-NNGUAQ-U+GUSUP<Indikativ<han+LU
nukasioreerlutillu	nuka+SIUR-RIIR<Ledsagemåde<de_selv+LU
nukassatulli	nuka-SSAQ<ental<Aequalis+LI
nukataannarlutinguna	nuka+TAAR-INNAR<Ledsagemåde<de_selv+UNA
nuliarli	nuliaq<ental<Absolut+LI
nuliariiviuna	nuliaq+GIIT<flertal<hans<Absolut+UNA
nuliariilerilertoqalertooqqummangalu	nuliaq+GIIT-LIRI-LIR+TUQ-QAR-LIR+TUQ-U-QQU<Causativ<HanMig+LU
nuliaannalereqqaarlutik	nuliaq-INNAQ-LIRI-QQAAR<Ledsagemåde<de_selv
nuliallilli	nuliaq-LIK<flertal<Relativ+LI
nuliassakka	nuliaq-SSAQ<flertal<min<Absolut
nuliaanikuuit	nuliaq-U+NIKUU<Interrogativ<du
nunaa	nuna<flertal<hans<Absolut
nunaannalerereertoq	nuna-INNAQ-LIRI-RIIR+TUQ<ental<Absolut
nunallilli	nuna-LIK<flertal<Absolut+LI
nunasiunnginnatta	nuna+SIUR-NNGIT<Causativ<vi
nunassalerereerpugulli	nuna-SSAQ-LIRI-RIIR<Indikativ<vi+LI
nutserisorartortigilli	nutserisoq+GӘ+GIARTUR<Imperativ<ViDem+LI
nutserisuinnaa	nutserisoq-INNAQ<flertal<hans<Absolut
nutserisuinnalererusummataana	nutserisoq-INNAQ-LIRI+GUSUP<Causativ<de+UNA
nutserisukkunneereerpit	nutserisoq-KKUT<flertal<Lokalis+IP-RIIR<Interrogativ<du
nutserisulikka	nutserisoq-LIK<flertal<min<Absolut
nutserisuleriartoratta	nutserisoq-LIRI+GIARTUR<Causativ<vi
nutserisulerinerullutik	nutserisoq-LIRI+NIRU<Ledsagemåde<de_selv
nutserisoorusuppunga	nutserisoq-U+GUSUP<Indikativ<jeg
nutserisoorusuppungaana	nutserisoq-U+GUSUP<Indikativ<jeg+UNA
nutserisoorusuttununa	nutserisoq-U+GUSUP<Participium<de+UNA
Nuuk	Nuuk<Absolut
Nuulli	Nuuk<Absolut+LI
Nuullu	Nuuk<Absolut+LU
Nuunguna	Nuuk<Absolut+UNA
Nuummik	Nuuk<Instrumentalis
Nuummilli	Nuuk<Instrumentalis+LI
Nuumminguna	Nuuk<Instrumentalis+UNA
Nuummi	Nuuk<Lokalis
Nuummiilertungaana	Nuuk<Lokalis+IP-LIR<Participium<jeg+UNA
Nuummeeqqaarmalli	Nuuk<Lokalis+IP-QQAAR<Causativ<han+LI
Nuummeeqqummangali	Nuuk<Lokalis+IP-QQU<Causativ<HanMig+LI
Nuummeeqquassi	Nuuk<Lokalis+IP-QQU<Indikativ<JegJer
Nuummeeqqullugu	Nuuk<Lokalis+IP-QQU<Ledsagemåde<ham
Nuummeeriarlutilli	Nuuk<Lokalis+IP-RIAR<Ledsagemåde<de_selv+LI
Nuummiittarpunga	Nuuk<Lokalis+IP+TAR<Indikativ<jeg
Nuummiippallaartunga	Nuuk<Lokalis+IP+VALLAAR<Participium<jeg
Nuummiuni	Nuuk+MIU<flertal<Lokalis
Nuummiunngoraluarmata	Nuuk+MIU-NNGUR+GALUAR<Causativ<de
Nuummioqarnerli	Nuuk+MIU-QAR+NIQ+LI
Nuummiuulaartartulinngoqqaarpugulli	Nuuk+MIU-U-LAAR=TAR+TUQ-LIK-NNGUR-QQAAR<Indikativ<vi+LI
Nuummiooriarnini	Nuuk+MIU-U-RIAR+NIQ<ental<sin<Absolut
Nuummiooreertulli	Nuuk+MIU-U-RIIR<Participium<de+LI
Nuummukanngilatit	Nuuk<Terminalis-KAR-NNGIT<Interrogativ<du
Nuummukassammatalu	Nuuk<Terminalis-KAR-SSA<Causativ<de+LU
Nuummulli	Nuuk<Terminalis+LI
Nuummununa	Nuuk<Terminalis+UNA
Nuukkut	Nuuk<Vialis
Nuukkulli	Nuuk<Vialis+LI
Nuukkullu	Nuuk<Vialis+LU
Nuukkununa	Nuuk<Vialis+UNA
nuummata	nuup<Causativ<de
nuummat	nuup<Causativ<han
nuukkamali	nuup<Causativ<jeg+LI
nuukkunnaarmata	nuup+GUNNAAR<Causativ<de
nuuppunga	nuup<Indikativ<jeg
nuulaartulerivallaanngilatit	nuup-LAAR+TUQ-LIRI+VALLAAR=NNGIT<Interrogativ<du
nuuttununa	nuup<Participium<de+UNA
nooqqaarmata	nuup-QQAAR<Causativ<de
nooqqaarattaana	nuup-QQAAR<Causativ<vi+UNA
nooqqaarpunga	nuup-QQAAR<Indikativ<jeg
nooqqaarpungali	nuup-QQAAR<Indikativ<jeg+LI
nooqqaarpit	nuup-QQAAR<Interrogativ<du
nooqqaarlutik	nuup-QQAAR<Ledsagemåde<de_selv
nooqqaarnera	nuup-QQAAR+NIQ<ental<hans<Absolut
nooqqaarnini	nuup-QQAAR+NIQ<ental<sin<Absolut
nooqqaarninili	nuup-QQAAR+NIQ<ental<sin<Absolut+LI
nooqqaarnerilli	nuup-QQAAR+NIQ<flertal<Relativ+LI
nooqqaartulli	nuup-QQAAR<Participium<de+LI
nooqqaartoq	nuup-QQAAR<Participium<han
nooqqaartunga	nuup-QQAAR<Participium<jeg
nooqqaartoq	nuup-QQAAR+TUQ<ental<Absolut
nooqqaartulimmukariarlutillu	nuup-QQAAR+TUQ-LIK<ental<Terminalis-KAR-RIAR<Ledsagemåde<de_selv+LU
nooqqaartorpassuarninguna	nuup-QQAAR+TUQ+PASSUAQ<flertal<Instrumentalis+UNA
nooqqaartooqqularalu	nuup-QQAAR+TUQ-U-QQU<Optativ<JegHam+LU
nooqqugakku	nuup-QQU<Causativ<JegHam
nooqqugakkulu	nuup-QQU<Causativ<JegHam+LU
nooqqutigilli	nuup-QQU<Imperativ<ViDem+LI
nooqqutiginuna	nuup-QQU<Imperativ<ViDem+UNA
nooqquaannga	nuup-QQU<Indikativ<DeMig
nooqquassilu	nuup-QQU<Indikativ<JegJer+LU
nooqquiuk	nuup-QQU<Interrogativ<DuHam
nooqqullugu	nuup-QQU<Ledsagemåde<ham
nooqqulluguli	nuup-QQU<Ledsagemåde<ham+LI
nooqqulara	nuup-QQU<Optativ<JegHam
nooqqularalu	nuup-QQU<Optativ<JegHam+LU
nooriarattali	nuup-RIAR<Causativ<vi+LI
nooriarput	nuup-RIAR<Indikativ<de
nooriarpunga	nuup-RIAR<Indikativ<jeg
nooriarpit	nuup-RIAR<Interrogativ<du
nooriarnerilli	nuup-RIAR+NIQ<flertal<Absolut+LI
nooriartulli	nuup-RIAR<Participium<de+LI
nooriartoq	nuup-RIAR+TUQ<ental<Absolut
nooriartoqareerlutinguna	nuup-RIAR+TUQ-QAR-RIIR<Ledsagemåde<de_selv+UNA
nooreerama	nuup-RIIR<Causativ<jeg
nooreerput	nuup-RIIR<Indikativ<de
nooreerpungali	nuup-RIIR<Indikativ<jeg+LI
nooreerpit	nuup-RIIR<Interrogativ<du
nooreerlutik	nuup-RIIR<Ledsagemåde<de_selv
nooreernertullu	nuup-RIIR+NIQ<ental<Aequalis+LU
nooreertoq	nuup-RIIR<Participium<han
nooreertuneeqqutigit	nuup-RIIR+TUQ<flertal<Lokalis+IP-QQU<Imperativ<ViDem
nooreertullillu	nuup-RIIR+TUQ-LIK<flertal<Absolut+LU
nuussimaniniuna	nuup+SIMA+NIQ<ental<sin<Absolut+UNA
nuuppallaarnini	nuup+VALLAAR+NIQ<ental<sin<Absolut
oqaaseq	oqaaseq<ental<Absolut
oqaatsitut	oqaaseq<ental<Aequalis
oqaatsitulli	oqaaseq<ental<Aequalis+LI
oqaasialli	oqaaseq<ental<deres<Absolut+LI
oqaatsimik	oqaaseq<ental<Instrumentalis
oqaatsimi	oqaaseq<ental<Lokalis
oqaatsimeeqqaarnerlu	oqaaseq<ental<Lokalis+IP-QQAAR+NIQ+LU
oqaatsimeeqqaartungalu	oqaaseq<ental<Lokalis+IP-QQAAR<Participium<jeg+LU
oqaatsimeeriartunga	oqaaseq<ental<Lokalis+IP-RIAR<Participium<jeg
oqaatsimalu	oqaaseq<ental<min>Relativ+LU
oqaatsinilli	oqaaseq<flertal<flertal<Instrumentalis+LI
oqaasii	oqaaseq<flertal<hans<Absolut
oqaasiili	oqaaseq<flertal<hans<Absolut+LI
oqaatsini	oqaaseq<flertal<Lokalis
oqaatsineeriartoq	oqaaseq<flertal<Lokalis+IP-RIAR+TUQ
oqaatsikka	oqaaseq<flertal<min<Absolut
oqaatsima	oqaaseq<flertal<min>Relativ
oqaatsinukaannarpulli	oqaaseq<flertal<Terminalis-KAR-INNAR<Indikativ<de+LI
oqaatsinukariartoq	oqaaseq<flertal<Terminalis-KAR-RIAR+TUQ
oqaaseriittulli	oqaaseq+GIIT<flertal<Aequalis+LI
oqaaseriinngoqqulara	oqaaseq+GIIT-NNGUR-QQU<Optativ<JegHam
oqaasereqquanuna	oqaaseq+GӘ-QQU<Indikativ<DuHam+UNA
oqaasilererusukkamalu	oqaaseq-LIRI+GUSUP<Causativ<jeg+LU
oqaasilerisulli	oqaaseq-LIRI<Participium<de+LI
oqaasinnguali	oqaaseq-NNGUAQ<ental<hans<Absolut+LI
oqaaserpassuilli	oqaaseq+PASSUAQ<flertal<Absolut+LI
oqaaseqaannaramalu	oqaaseq-QAR-INNAR<Causativ<jeg+LU
oqaaseqarniarpunga	oqaaseq-QAR+NIAR<Indikativ<jeg
oqaasersiuinnarnini	oqaaseq+SIUR-INNAR+NIQ<ental<sin<Absolut
oqaasissartaavillutilli	oqaaseq-SSAQ+TAAR-VIP<Ledsagemåde<de_selv+LI
oqaasioqqaartussamullu	oqaaseq-U-QQAAR+TUQ-SSAQ<ental<Terminalis+LU
oqaasiussappununa	oqaaseq-U-SSA<Indikativ<de+UNA
oqaasiusukkut	oqaaseq-U+TUQ-KKUT<flertal<Absolut
oqaasilerinimaana	oqaasilerineq<flertal<min>Relativ+UNA
oqaasilerinilereqquagununa	oqaasilerineq-LIRI-QQU<Indikativ<ViDem+UNA
oqaasilerinermiuussagaluarnermali	oqaasilerineq+MIU-U-SSA=GALUAR+NIQ<ental<min>Relativ+LI
oqaasilerisoriinniivimmat	oqaasilerisoq+GIIT<flertal<Lokalis+IP-VIP<Causativ<han
oqaasilerisoorusullutillu	oqaasilerisoq-U+GUSUP<Ledsagemåde<de_selv+LU
oqaasilerisooqqaarninilu	oqaasilerisoq-U-QQAAR+NIQ<ental<sin<Absolut+LU
oqaluttuarunnaaratta	oqaluttuar+GUNNAAR<Causativ<vi
oqaluttuarusullutillu	oqaluttuar+GUSUP<Ledsagemåde<de_selv+LU
oqaluttuarpungali	oqaluttuar<Indikativ<jeg+LI
oqaluttuaannarpit	oqaluttuar-INNAR<Interrogativ<du
oqaluttuaannartoqaqqulara	oqaluttuar-INNAR+TUQ-QAR-QQU<Optativ<JegHam
oqaluttuarisaanikkulli	oqaluttuarisaaneq-KKUT<flertal<Absolut+LI
oqaluttualaarmata	oqaluttuar-LAAR<Causativ<de
oqaluttualaarpit	oqaluttuar-LAAR<Interrogativ<du
oqaluttualaartarpoq	oqaluttuar-LAAR=TAR<Indikativ<han
oqaluttualaartartullu	oqaluttuar-LAAR=TAR<Participium<de+LU
oqaluttuarluarpit	oqaluttuar+LUAR<Interrogativ<du
oqaluttuarniartulli	oqaluttuar+NIAR<Participium<de+LI
oqaluttuarnikuusullu	oqaluttuar+NIKUU<Participium<de+LU
oqaluttuarninilu	oqaluttuar+NIQ<ental<sin<Absolut+LU
oqaluttuarneruit	oqaluttuar+NIRU<Interrogativ<du
oqaluttuarnatinguna	oqaluttuar-NNGIT<Ledsagemåde<de_selv+UNA
oqaluttuaqqaarlutilli	oqaluttuar-QQAAR<Ledsagemåde<de_selv+LI
oqaluttuaqquai	oqaluttuar-QQU<Indikativ<HanDem
oqaluttuaqqullugu	oqaluttuar-QQU<Ledsagemåde<ham
oqaluttuaqqullugulu	oqaluttuar-QQU<Ledsagemåde<ham+LU
oqaluttuariarmatali	oqaluttuar-RIAR<Causativ<de+LI
oqaluttuariarama	oqaluttuar-RIAR<Causativ<jeg
oqaluttuariartoorusukkamaana	oqaluttuar-RIAR+TUQ-U+GUSUP<Causativ<jeg+UNA
oqaluttuareermanuna	oqaluttuar-RIIR<Causativ<han+UNA
oqaluttuareerneranuna	oqaluttuar-RIIR+NIQ<ental<deres+UNA
oqaluttuarsinnaavugulli	oqaluttuar+SINNAA<Indikativ<vi+LI
oqaluttuarsinnaavit	oqaluttuar+SINNAA<Interrogativ<du
oqaluttuassammat	oqaluttuar-SSA<Causativ<han
oqaluttuassagaluaramali	oqaluttuar-SSA=GALUAR<Causativ<jeg+LI
oqaluttuassagaluarlutilli	oqaluttuar-SSA=GALUAR<Ledsagemåde<de_selv+LI
oqaluttuassagaluartorli	oqaluttuar-SSA=GALUAR<Participium<han+LI
oqaluttuartuunnginnini	oqaluttuar+TUQ-U-NNGIT+NIQ<ental<sin<Absolut
oqaluttuarpallaartunnguulaartarpit	oqaluttuar+VALLAAR+TUQ-NNGUAQ-U-LAAR=TAR<Interrogativ<du
oqaluttuavimmatalu	oqaluttuar-VIP<Causativ<de+LU
oqaluttuavinninilu	oqaluttuar-VIP+NIQ<ental<sin<Absolut+LU
oqaluttuavittulli	oqaluttuar-VIP<Participium<de+LI
oqaluttuavittutulli	oqaluttuar-VIP+TUQ<ental<Aequalis+LI
oqaluttuavittoqalermanuna	oqaluttuar-VIP+TUQ-QAR-LIR<Causativ<han+UNA
oqaluttuaritigilli	oqaluttuarә<Imperativ<ViDem+LI
oqaluttuarisimasarpiuk	oqaluttuarә+SIMA=TAR<Interrogativ<DuHam
oqaramalu	oqar<Causativ<jeg+LU
oqarfigeriarlugulu	oqarfigә-RIAR<Ledsagemåde<ham+LU
oqaraluarneraana	oqar+GALUAR+NIQ<ental<hans<Absolut+UNA
oqaraluarnerinuna	oqar+GALUAR+NIQ<flertal<Absolut+UNA
oqaraluartunga	oqar+GALUAR<Participium<jeg
oqariartorniniuna	oqar+GIARTUR+NIQ<ental<sin<Absolut+UNA
oqariartortununa	oqar+GIARTUR<Participium<de+UNA
oqarunnaarpunga	oqar+GUNNAAR<Indikativ<jeg
oqarunnaarpugulli	oqar+GUNNAAR<Indikativ<vi+LI
oqarunnaarlutik	oqar+GUNNAAR<Ledsagemåde<de_selv
oqarunnaarnerillu	oqar+GUNNAAR+NIQ<flertal<Relativ+LU
oqarunnaartoq	oqar+GUNNAAR<Participium<han
oqarunnaartooriarpunga	oqar+GUNNAAR+TUQ-U-RIAR<Indikativ<jeg
oqarpunga	oqar<Indikativ<jeg
oqaannarpugut	oqar-INNAR<Indikativ<vi
oqaannarpugulli	oqar-INNAR<Indikativ<vi+LI
oqaannarlutilli	oqar-INNAR<Ledsagemåde<de_selv+LI
oqalaarporli	oqar-LAAR<Indikativ<han+LI
oqalaarpungali	oqar-LAAR<Indikativ<jeg+LI
oqalaartarattaana	oqar-LAAR=TAR<Causativ<vi+UNA
oqalaartarpulli	oqar-LAAR=TAR<Indikativ<de+LI
oqalaartarpit	oqar-LAAR=TAR<Interrogativ<du
oqalaartarlutik	oqar-LAAR=TAR<Ledsagemåde<de_selv
oqalaartarnini	oqar-LAAR=TAR+NIQ<ental<sin<Absolut
oqalaartartoqassallutik	oqar-LAAR=TAR+TUQ-QAR-SSA<Ledsagemåde<de_selv
oqarlutilli	oqar<Ledsagemåde<de_selv+LI
oqarlutillu	oqar<Ledsagemåde<de_selv+LU
oqalerlutilli	oqar-LIR<Ledsagemåde<de_selv+LI
oqalerlutinguna	oqar-LIR<Ledsagemåde<de_selv+UNA
oqalernini	oqar-LIR+NIQ<ental<sin<Absolut
oqalertukkununa	oqar-LIR+TUQ<ental<Vialis+UNA
oqarniarlutinguna	oqar+NIAR<Ledsagemåde<de_selv+UNA
oqarniarnatilli	oqar+NIAR=NNGIT<Ledsagemåde<de_selv+LI
oqarniannginnera	oqar+NIAR=NNGIT+NIQ<ental<hans<Absolut
oqarniartulli	oqar+NIAR<Participium<de+LI
oqarniartoruna	oqar+NIAR<Participium<han+UNA
oqarnini	oqar+NIQ<ental<sin<Absolut
oqarninili	oqar+NIQ<ental<sin<Absolut+LI
oqarnerlutillu	oqar+NIR<Ledsagemåde<de_selv+LU
oqarnertunga	oqar+NIR<Participium<jeg
oqarnertuusoorusuttukkut	oqar+NIR+TUQ-U+TUQ-U+GUSUP+TUQ-KKUT<flertal<Absolut
oqarnerugamali	oqar+NIRU<Causativ<jeg+LI
oqarneruvugununa	oqar+NIRU<Indikativ<vi+UNA
oqarnerullutik	oqar+NIRU<Ledsagemåde<de_selv
oqanngilatit	oqar-NNGIT<Interrogativ<du
oqannginniniuna	oqar-NNGIT+NIQ<ental<sin<Absolut+UNA
oqannginnerilli	oqar-NNGIT+NIQ<flertal<Relativ+LI
oqanngitsooqqaartulerillutillu	oqar-NNGIT+TUQ-U-QQAAR+TUQ-LIRI<Ledsagemåde<de_selv+LU
oqartunga	oqar<Participium<jeg
oqaqqaaratta	oqar-QQAAR<Causativ<vi
oqaqqaarpugulli	oqar-QQAAR<Indikativ<vi+LI
oqaqqaarpugununa	oqar-QQAAR<Indikativ<vi+UNA
oqaqqaarpit	oqar-QQAAR<Interrogativ<du
oqaqqugakkuuna	oqar-QQU<Causativ<JegHam+UNA
oqaqqutigillu	oqar-QQU<Imperativ<ViDem+LU
oqaqquakka	oqar-QQU<Indikativ<JegDem
oqaqqulara	oqar-QQU<Optativ<JegHam
oqariarpit	oqar-RIAR<Interrogativ<du
oqariarnerneeqqaartorlu	oqar-RIAR+NIQ<flertal<Lokalis+IP-QQAAR+TUQ+LU
oqariartumi	oqar-RIAR+TUQ<ental<Lokalis
oqareerama	oqar-RIIR<Causativ<jeg
oqareerpit	oqar-RIIR<Interrogativ<du
oqarsimavit	oqar+SIMA<Interrogativ<du
oqarsimasarneralu	oqar+SIMA=TAR+NIQ<ental<min<Absolut+LU
oqarsimasulererusukkattaana	oqar+SIMA+TUQ-LIRI+GUSUP<Causativ<vi+UNA
oqarsinnaavit	oqar+SINNAA<Interrogativ<du
oqassagaluarmalli	oqar-SSA=GALUAR<Causativ<han+LI
oqassagaluarmallu	oqar-SSA=GALUAR<Causativ<han+LU
oqassagaluaramaana	oqar-SSA=GALUAR<Causativ<jeg+UNA
oqassagaluarporlu	oqar-SSA=GALUAR<Indikativ<han+LU
oqassagaluarpugut	oqar-SSA=GALUAR<Indikativ<vi
oqassagaluarpit	oqar-SSA=GALUAR<Interrogativ<du
oqassagaluarnertut	oqar-SSA=GALUAR+NIQ<ental<Aequalis
oqassagaluartununa	oqar-SSA=GALUAR<Participium<de+UNA
oqassaaq	oqar-SSA<Indikativ<han
oqassaanga	oqar-SSA<Indikativ<jeg
oqartaraluarnini	oqar+TAR=GALUAR+NIQ<ental<sin<Absolut
oqartartukkuili	oqar+TAR+TUQ-KKUT<flertal<hans<Absolut+LI
oqartulererusuppoq	oqar+TUQ-LIRI+GUSUP<Indikativ<han
oqartooreerpungaana	oqar+TUQ-U-RIIR<Indikativ<jeg+UNA
oqarpallaarpunga	oqar+VALLAAR<Indikativ<jeg
oqarpallaanngimmata	oqar+VALLAAR=NNGIT<Causativ<de
oqarpallaanngilanga	oqar+VALLAAR=NNGIT<Indikativ<jeg
oqarpallaartulli	oqar+VALLAAR<Participium<de+LI
oqavittooreermata	oqar-VIP+TUQ-U-RIIR<Causativ<de
Paamiut	Paamiut<Absolut
Paamiulli	Paamiut<Absolut+LI
Paamiullu	Paamiut<Absolut+LU
Paamiununa	Paamiut<Absolut+UNA
Paamiunik	Paamiut<Instrumentalis
Paamiunilli	Paamiut<Instrumentalis+LI
Paamiunillu	Paamiut<Instrumentalis+LU
Paamiuninguna	Paamiut<Instrumentalis+UNA
Paamiuni	Paamiut<Lokalis
Paamiuniilaartarpit	Paamiut<Lokalis+IP-LAAR=TAR<Interrogativ<du
Paamiuneeqqaarpugut	Paamiut<Lokalis+IP-QQAAR<Indikativ<vi
Paamiuneeqqaarlutik	Paamiut<Lokalis+IP-QQAAR<Ledsagemåde<de_selv
Paamiuneeqqutiginuna	Paamiut<Lokalis+IP-QQU<Imperativ<ViDem+UNA
Paamiuneeriarpugununa	Paamiut<Lokalis+IP-RIAR<Indikativ<vi+UNA
Paamiuneereerlutinguna	Paamiut<Lokalis+IP-RIIR<Ledsagemåde<de_selv+UNA
Paamiuneereertunga	Paamiut<Lokalis+IP-RIIR<Participium<jeg
Paamiuniissagaluartorli	Paamiut<Lokalis+IP-SSA=GALUAR+TUQ+LI
Paamiuniuna	Paamiut<Lokalis+UNA
Paamiormiuli	Paamiut+MIU<ental<Absolut+LI
Paamiormiuuna	Paamiut+MIU<ental<Absolut+UNA
Paamiormiumi	Paamiut+MIU<ental<Lokalis
Paamiormiumeeqqaarneruna	Paamiut+MIU<ental<Lokalis+IP-QQAAR+NIQ+UNA
Paamiormiunik	Paamiut+MIU<flertal<Instrumentalis
Paamiormiuni	Paamiut+MIU<flertal<Lokalis
Paamiormiuniillutik	Paamiut+MIU<flertal<Lokalis+IP<Ledsagemåde<de_selv
Paamiormiulererusullutillu	Paamiut+MIU-LIRI+GUSUP<Ledsagemåde<de_selv+LU
Paamiormiulererusunnerilli	Paamiut+MIU-LIRI+GUSUP+NIQ<flertal<Absolut+LI
Paamiormiulerisimaninili	Paamiut+MIU-LIRI+SIMA+NIQ<ental<sin<Absolut+LI
Paamiormiunngulaartartulli	Paamiut+MIU-NNGUR-LAAR=TAR<Participium<de+LI
Paamiormiunngulerpulli	Paamiut+MIU-NNGUR-LIR<Indikativ<de+LI
Paamiormiunngoqqaartooqqaartungaana	Paamiut+MIU-NNGUR-QQAAR+TUQ-U-QQAAR<Participium<jeg+UNA
Paamiormiunngoriarlutilli	Paamiut+MIU-NNGUR-RIAR<Ledsagemåde<de_selv+LI
Paamiormiunngussagaluartoqariartoqalerporuna	Paamiut+MIU-NNGUR-SSA=GALUAR+TUQ-QAR-RIAR+TUQ-QAR-LIR<Indikativ<han+UNA
Paamiormioqarpoq	Paamiut+MIU-QAR<Indikativ<han
Paamiormioqarneq	Paamiut+MIU-QAR+NIQ
Paamiormioqarnerlu	Paamiut+MIU-QAR+NIQ+LU
Paamiormioqarneruna	Paamiut+MIU-QAR+NIQ+UNA
Paamiormioqartoq	Paamiut+MIU-QAR<Participium<han
Paamiormioqartorli	Paamiut+MIU-QAR<Participium<han+LI
Paamiormioqartorlu	Paamiut+MIU-QAR<Participium<han+LU
Paamiormioqartoq	Paamiut+MIU-QAR+TUQ
Paamiormioqartorli	Paamiut+MIU-QAR+TUQ+LI
Paamiormiuujunnaartussanngoqqutigilli	Paamiut+MIU-U+GUNNAAR+TUQ-SSAQ-NNGUR-QQU<Imperativ<ViDem+LI
Paamiormioorusunnerniilluartoqarpoq	Paamiut+MIU-U+GUSUP+NIQ<flertal<Lokalis+IP+LUAR+TUQ-QAR<Indikativ<han
Paamiormiuulaartarattali	Paamiut+MIU-U-LAAR=TAR<Causativ<vi+LI
Paamiormiuulluarama	Paamiut+MIU-U+LUAR<Causativ<jeg
Paamiormiuunikuuit	Paamiut+MIU-U+NIKUU<Interrogativ<du
Paamiormiuunerusunnguillutilli	Paamiut+MIU-U+NIRU+TUQ-NNGUR-VIP<Ledsagemåde<de_selv+LI
Paamiormiooqqaartuma	Paamiut+MIU-U-QQAAR+TUQ<ental<min>Relativ
Paamiormiooriarmatalu	Paamiut+MIU-U-RIAR<Causativ<de+LU
Paamiormiooriarporuna	Paamiut+MIU-U-RIAR<Indikativ<han+UNA
Paamiormiooreermanuna	Paamiut+MIU-U-RIIR<Causativ<han+UNA
Paamiormiooreeramali	Paamiut+MIU-U-RIIR<Causativ<jeg+LI
Paamiormiuusimasoq	Paamiut+MIU-U+SIMA<Participium<han
Paamiormiuusaraluarama	Paamiut+MIU-U+TAR=GALUAR<Causativ<jeg
Paamiormiuusaraluarpit	Paamiut+MIU-U+TAR=GALUAR<Interrogativ<du
Paamiunut	Paamiut<Terminalis
Paamiunukalaarnerlu	Paamiut<Terminalis-KAR-LAAR+NIQ+LU
Paamiunukalaartarmatali	Paamiut<Terminalis-KAR-LAAR=TAR<Causativ<de+LI
Paamiunukarluarpit	Paamiut<Terminalis-KAR+LUAR<Interrogativ<du
Paamiunukarnikuullutilli	Paamiut<Terminalis-KAR+NIKUU<Ledsagemåde<de_selv+LI
Paamiunukanngilagulli	Paamiut<Terminalis-KAR-NNGIT<Indikativ<vi+LI
Paamiunukaqqularali	Paamiut<Terminalis-KAR-QQU<Optativ<JegHam+LI
Paamiunukariarlutik	Paamiut<Terminalis-KAR-RIAR<Ledsagemåde<de_selv
Paamiunukassasullu	Paamiut<Terminalis-KAR-SSA<Participium<de+LU
Paamiunununa	Paamiut<Terminalis+UNA
paasigakkuli	paasi<Causativ<JegHam+LI
paasiartortigilli	paasi+GIARTUR<Imperativ<ViDem+LI
paasiartorlugu	paasi+GIARTUR<Ledsagemåde<ham
paasiartorlaraana	paasi+GIARTUR<Optativ<JegHam+UNA
paaserusukkakku	paasi+GUSUP<Causativ<JegHam
paaserusukkakkulu	paasi+GUSUP<Causativ<JegHam+LU
paasitigillu	paasi<Imperativ<ViDem+LU
paasilaartiginuna	paasi-LAAR<Imperativ<ViDem+UNA
paasiniarnaginuna	paasi+NIAR=NNGIT<Ledsagemåde<dem+UNA
paasinerulara	paasi+NIRU<Optativ<JegHam
paaseqqaarpaali	paasi-QQAAR<Indikativ<HanHam+LI
paaseqqaarpagut	paasi-QQAAR<Indikativ<ViDem
paaseqqaarlara	paasi-QQAAR<Optativ<JegHam
paaseqqugakkuli	paasi-QQU<Causativ<JegHam+LI
paaseqquiuk	paasi-QQU<Interrogativ<DuHam
paaseqqullugulu	paasi-QQU<Ledsagemåde<ham+LU
paaseqqulara	paasi-QQU<Optativ<JegHam
paaseriarpaangali	paasi-RIAR<Indikativ<HanMig+LI
paaseriarlugillu	paasi-RIAR<Ledsagemåde<dem+LU
paaseriarlugu	paasi-RIAR<Ledsagemåde<ham
paasereerakku	paasi-RIIR<Causativ<JegHam
paasereerlara	paasi-RIIR<Optativ<JegHam
paasereerlarali	paasi-RIIR<Optativ<JegHam+LI
paasisimasartigillu	paasi+SIMA=TAR<Imperativ<ViDem+LU
paasisimasarpat	paasi+SIMA=TAR<Indikativ<DuHam
paasisimasarlaralu	paasi+SIMA=TAR<Optativ<JegHam+LU
paasisinnaammanga	paasi+SINNAA<Causativ<HanMig
paasissammangaana	paasi-SSA<Causativ<HanMig+UNA
paasisarlugu	paasi+TAR<Ledsagemåde<ham
paasivallaanngilaajuna	paasi+VALLAAR=NNGIT<Indikativ<HanHam+UNA
panigalu	panik<ental<min<Absolut+LU
paninnili	panik<ental<sin<Absolut+LI
paninnik	panik<flertal<Instrumentalis
paninnullu	panik<flertal<Terminalis+LU
panigiilli	panik+GIIT<flertal<Relativ+LI
panimmiulereqqaartuulluartoqalaarneralli	panik+MIU-LIRI-QQAAR+TUQ-U+LUAR+TUQ-QAR-LAAR+NIQ<ental<deres+LI
paninngooqqaarninili	panik-NNGUAQ-U-QQAAR+NIQ<ental<sin<Absolut+LI
panippassuit	panik+PASSUAQ<flertal<Absolut
