aallaratta	aallar<Causativ<vi
inuttaassaagulli	inuk+TAAR-SSA<Indikativ<vi+LI
inuttaavittorujoqaqqaarpungali	inuk+TAAR-VIP+TUQ-RUJUK-QAR-QQAAR<Indikativ<jeg+LI
inoorusuppoq	inuk-U+GUSUP<Indikativ<han
inoorusuttoq	inuk-U+GUSUP+TUQ<ental<Absolut
inooqqaarporli	inuk-U-QQAAR<Indikativ<han+LI
inuttassarsiuussiniminillu	inuttassarsiuussineq<flertal<sin<Instrumentalis+LU
inoorusukkamali	inuu+GUSUP<Causativ<jeg+LI
inoorusuppununa	inuu+GUSUP<Indikativ<de+UNA
inoorusuppit	inuu+GUSUP<Interrogativ<du
inooqisungaluunniit	inuu-QӘ<Participium<jeg+LUUNNIIT
inooreerpugut	inuu-RIIR<Indikativ<vi
inooreertungali	inuu-RIIR<Participium<jeg+LI
isumaa	isuma<flertal<hans<Absolut
isumaannaalli	isuma-INNAQ<flertal<Absolut+LI
isumakkunniissinnaallutilli	isuma-KKUT<flertal<Lokalis+IP+SINNAA<Ledsagemåde<de_selv+LI
isumakooreerpit	isuma-KU-U-RIIR<Interrogativ<du
isumalerinerusuminik	isuma-LIRI+NIRU+TUQ<ental<sin<Instrumentalis
isumanngulaarninili	isuma-NNGUR-LAAR+NIQ<ental<sin<Absolut+LI
isumanngoqquassiuna	isuma-NNGUR-QQU<Indikativ<JegJer+UNA
isumanngoqqullugilli	isuma-NNGUR-QQU<Ledsagemåde<dem+LI
isumarpassui	isuma+PASSUAQ<flertal<hans<Absolut
isumaqaqqaarfinngulerferujussuaminik	isumaqar-QQAAR+FIK-NNGUR-LIR+FIK-RUJUK=SUAQ<flertal<sin<Instrumentalis
isumaqaqaanga	isuma-QAR-QӘ<Indikativ<jeg
isumarujussuili	isuma-RUJUK=SUAQ<flertal<deres<Absolut+LI
isumassaagaluali	isuma-SSAQ=U=GALUAQ<ental<hans<Absolut+LI
isumassaagalui	isuma-SSAQ=U=GALUAQ<flertal<hans<Absolut
isumataalaartarniniluunniit	isuma+TAAR-LAAR=TAR+NIQ<ental<sin<Absolut+LUUNNIIT
isilu	isә<ental<Absolut+LU
isaata	isә<ental<hans<Relativ
isimulli	isә<ental<Terminalis+LI
isikkut	isә<ental<Vialis
isikkulli	isә<ental<Vialis+LI
isigiinnukareerpunga	isә+GIIT<flertal<Terminalis-KAR-RIIR<Indikativ<jeg
isigiilerereerferujulluunniit	isә+GIIT-LIRI-RIIR+FIK-RUJUK<ental<Absolut+LUUNNIIT
isigilluinnarlara	isә+GӘ+LUINNAR<Optativ<JegHam
isikulereqisuma	isә-KU-LIRI-QӘ+TUQ<ental<min<Relativ
isilerivallaanngila	isә-LIRI+VALLAAR=NNGIT<Interrogativ<han
isinngulaartartungalu	isә-NNGUR-LAAR=TAR<Participium<jeg+LU
iserpassuakkaluunniit	isә+PASSUAQ<flertal<min<Absolut+LUUNNIIT
iseqassagaluarpugulluunniit	isә-QAR-SSA=GALUAR<Indikativ<vi+LUUNNIIT
isisiunngilaq	isә+SIUR-NNGIT<Indikativ<han
isissaagaluattununa	isә-SSAQ=U=GALUAQ<ental<deres<Aequalis+UNA
isissaagaluanniilertoq	isә-SSAQ=U=GALUAQ<ental<min<Lokalis+IP-LIR<Participium<han
isissaagaluillu	isә-SSAQ=U=GALUAQ<flertal<Absolut+LU
isissaagaluanni	isә-SSAQ=U=GALUAQ<flertal<min<Lokalis
isitaassavit	isә+TAAR-SSA<Interrogativ<du
Ivittuut	Ivittuut<Absolut
Ivittuulli	Ivittuut<Absolut+LI
Ivittuununa	Ivittuut<Absolut+UNA
Ivittuunik	Ivittuut<Instrumentalis
Ivittuunilli	Ivittuut<Instrumentalis+LI
Ivittuunillu	Ivittuut<Instrumentalis+LU
Ivittuunilluunniit	Ivittuut<Instrumentalis+LUUNNIIT
Ivittuuninguna	Ivittuut<Instrumentalis+UNA
Ivittuuni	Ivittuut<Lokalis
Ivittuuniilertungalu	Ivittuut<Lokalis+IP-LIR<Participium<jeg+LU
Ivittuuneereertunga	Ivittuut<Lokalis+IP-RIIR<Participium<jeg
Ivittoormiumik	Ivittuut+MIU<ental<Instrumentalis
Ivittoormiumilli	Ivittuut+MIU<ental<Instrumentalis+LI
Ivittoormiumilluunniit	Ivittuut+MIU<ental<Instrumentalis+LUUNNIIT
Ivittoormiumukaannarpungaluunniit	Ivittuut+MIU<ental<Terminalis-KAR-INNAR<Indikativ<jeg+LUUNNIIT
Ivittoormiunilli	Ivittuut+MIU<flertal<Instrumentalis+LI
Ivittoormiuninguna	Ivittuut+MIU<flertal<Instrumentalis+UNA
Ivittoormiuniiginnarlutilli	Ivittuut+MIU<flertal<Lokalis+IP-INNAR<Ledsagemåde<de_selv+LI
Ivittoormiuneeriarmatalu	Ivittuut+MIU<flertal<Lokalis+IP-RIAR<Causativ<de+LU
Ivittoormiulererusummata	Ivittuut+MIU-LIRI+GUSUP<Causativ<de
Ivittoormiulerilaartartut	Ivittuut+MIU-LIRI-LAAR=TAR<Participium<de
Ivittoormiulerillutinguna	Ivittuut+MIU-LIRI<Ledsagemåde<de_selv+UNA
Ivittoormiunngoqaat	Ivittuut+MIU-NNGUR-QӘ<Interrogativ<du
Ivittoormiunngoriarlutilli	Ivittuut+MIU-NNGUR-RIAR<Ledsagemåde<de_selv+LI
Ivittoormiunngoreernerma	Ivittuut+MIU-NNGUR-RIIR+NIQ<ental<min<Relativ
Ivittoormiunngussagaluarferujuunerama	Ivittuut+MIU-NNGUR-SSA=GALUAR+FIK-RUJUK-U+NIR<Causativ<jeg
Ivittoormioqarpoq	Ivittuut+MIU-QAR<Indikativ<han
Ivittoormioqarneq	Ivittuut+MIU-QAR+NIQ<ental<Absolut
Ivittoormioqarnerli	Ivittuut+MIU-QAR+NIQ<ental<Absolut+LI
Ivittoormioqarnerlu	Ivittuut+MIU-QAR+NIQ<ental<Absolut+LU
Ivittoormioqarnerluunniit	Ivittuut+MIU-QAR+NIQ<ental<Absolut+LUUNNIIT
Ivittoormioqarneruna	Ivittuut+MIU-QAR+NIQ<ental<Absolut+UNA
Ivittoormioqartorlu	Ivittuut+MIU-QAR<Participium<han+LU
Ivittoormioqartoruna	Ivittuut+MIU-QAR<Participium<han+UNA
Ivittoormioqartoq	Ivittuut+MIU-QAR+TUQ<ental<Absolut
Ivittoormioqartorluunniit	Ivittuut+MIU-QAR+TUQ<ental<Absolut+LUUNNIIT
Ivittoormiuujunnaarmata	Ivittuut+MIU-U+GUNNAAR<Causativ<de
Ivittoormioorusuttunngulaartarnerpaaqalaarlutik	Ivittuut+MIU-U+GUSUP+TUQ-NNGUR-LAAR=TAR+NIRPAAQ-QAR-LAAR<Ledsagemåde<de_selv
Ivittoormiuuleramaluunniit	Ivittuut+MIU-U-LIR<Causativ<jeg+LUUNNIIT
Ivittoormiuunerninili	Ivittuut+MIU-U+NIR+NIQ<ental<sin<Absolut+LI
Ivittoormiuuneruvunga	Ivittuut+MIU-U+NIRU<Indikativ<jeg
Ivittoormiooqqaarama	Ivittuut+MIU-U-QQAAR<Causativ<jeg
Ivittoormiooqqummangali	Ivittuut+MIU-U-QQU<Causativ<HanMig+LI
Ivittoormiooqqutigilli	Ivittuut+MIU-U-QQU<Imperativ<ViDem+LI
Ivittoormiooriarfilluunniit	Ivittuut+MIU-U-RIAR+FIK<ental<Absolut+LUUNNIIT
Ivittoormiooriarnini	Ivittuut+MIU-U-RIAR+NIQ<ental<sin<Absolut
Ivittoormiooreerniniuna	Ivittuut+MIU-U-RIIR+NIQ<ental<sin<Absolut+UNA
Ivittoormiuusinnaaffeqariartorujunniivikkamali	Ivittuut+MIU-U+SINNAA+FIK-QAR-RIAR+TUQ-RUJUK<flertal<Instrumentalis-IR-VIP<Causativ<jeg+LI
Ivittoormiuusorujorujussuufferujuata	Ivittuut+MIU-U+TUQ=RUJUK=RUJUK=SUAQ=U+FIK-RUJUK<ental<hans<Relativ
Ivittuunut	Ivittuut<Terminalis
Ivittuunukariartornerlu	Ivittuut<Terminalis-KAR+GIARTUR+NIQ<ental<Absolut+LU
Ivittuunukaannartunga	Ivittuut<Terminalis-KAR-INNAR<Participium<jeg
Ivittuunukalaartarmata	Ivittuut<Terminalis-KAR-LAAR=TAR<Causativ<de
Ivittuunukalerlutilli	Ivittuut<Terminalis-KAR-LIR<Ledsagemåde<de_selv+LI
Ivittuunukarluinnartorluunniit	Ivittuut<Terminalis-KAR+LUINNAR+TUQ<ental<Absolut+LUUNNIIT
Ivittuunukareerneq	Ivittuut<Terminalis-KAR-RIIR+NIQ<ental<Absolut
Ivittuunukassasungali	Ivittuut<Terminalis-KAR-SSA<Participium<jeg+LI
Ivittuunulli	Ivittuut<Terminalis+LI
Ivittuunullu	Ivittuut<Terminalis+LU
Ivittuunulluunniit	Ivittuut<Terminalis+LUUNNIIT
Ivittuunununa	Ivittuut<Terminalis+UNA
januaariallu	januaari<ental<Absolut<deres+LU
januaaria	januaari<ental<hans<Absolut
januaariali	januaari<ental<hans<Absolut+LI
januaarimeeqqullugu	januaari<ental<Lokalis+IP-QQU<Ledsagemåde<ham
januaarimeeriartorujussuataluunniit	januaari<ental<Lokalis+IP-RIAR+TUQ-RUJUK=SUAQ<ental<hans<Relativ+LUUNNIIT
januaarimilu	januaari<ental<Lokalis+LU
januaarimiluunniit	januaari<ental<Lokalis+LUUNNIIT
januaarimiuna	januaari<ental<Lokalis+UNA
januaarimukareerpisi	januaari<ental<Terminalis-KAR-RIIR<Interrogativ<I
januaarimulli	januaari<ental<Terminalis+LI
januaarimullu	januaari<ental<Terminalis+LU
januaarimununa	januaari<ental<Terminalis+UNA
januaarikkut	januaari<ental<Vialis
januaarikkununa	januaari<ental<Vialis+UNA
januaarinulli	januaari<flertal<flertal<Terminalis+LI
januaarinununa	januaari<flertal<flertal<Terminalis+UNA
januaarii	januaari<flertal<hans<Absolut
januaariili	januaari<flertal<hans<Absolut+LI
januaarineerneq	januaari<flertal<Instrumentalis-IR+NIQ<ental<Absolut
januaarineeqqaarpit	januaari<flertal<Instrumentalis-IR-QQAAR<Interrogativ<du
januaarineeqqaarlutillu	januaari<flertal<Instrumentalis-IR-QQAAR<Ledsagemåde<de_selv+LU
januaariniivippit	januaari<flertal<Instrumentalis-IR-VIP<Interrogativ<du
januaariniivittoruna	januaari<flertal<Instrumentalis-IR-VIP<Participium<han+UNA
januaarininguna	januaari<flertal<Instrumentalis+UNA
januaarineeqqaarpunga	januaari<flertal<Lokalis+IP-QQAAR<Indikativ<jeg
januaarineeqqullungaluunniit	januaari<flertal<Lokalis+IP-QQU<Ledsagemåde<mig+LUUNNIIT
januaarineereertoq	januaari<flertal<Lokalis+IP-RIIR+TUQ<ental<Absolut
januaarinnguinnarneq	januaari-NNGUR-INNAR+NIQ<ental<Absolut
januaarinngulaartarporluunniit	januaari-NNGUR-LAAR=TAR<Indikativ<han+LUUNNIIT
januaarinngulaartartoq	januaari-NNGUR-LAAR=TAR+TUQ<ental<Absolut
januaarinngulerpoq	januaari-NNGUR-LIR<Indikativ<han
januaarinngulerporli	januaari-NNGUR-LIR<Indikativ<han+LI
januaarinngorneruit	januaari-NNGUR+NIRU<Interrogativ<du
januaarinngoqqaarporli	januaari-NNGUR-QQAAR<Indikativ<han+LI
januaarinngoqqugakkuli	januaari-NNGUR-QQU<Causativ<JegHam+LI
januaarinngoqqutigilli	januaari-NNGUR-QQU<Imperativ<ViDem+LI
januaarinngoqquaanga	januaari-NNGUR-QQU<Indikativ<HanMig
januaarinngoqqullungaluunniit	januaari-NNGUR-QQU<Ledsagemåde<mig+LUUNNIIT
januaarinngoriarfiataana	januaari-NNGUR-RIAR+FIK<ental<deres<Relativ+UNA
januaarinngoriarferujoqassagaluarnerali	januaari-NNGUR-RIAR+FIK-RUJUK-QAR-SSA=GALUAR+NIQ<ental<hans<Absolut+LI
januaarinngoriarferujussuattununa	januaari-NNGUR-RIAR+FIK-RUJUK=SUAQ<ental<deres<Aequalis+UNA
januaarinngoriartussaraana	januaari-NNGUR-RIAR+TUQ-SSAQ<ental<min<Absolut+UNA
januaarinngussagaluarpoq	januaari-NNGUR-SSA=GALUAR<Indikativ<han
januaarinngussaaq	januaari-NNGUR-SSA<Indikativ<han
januaarinngortaraluarneq	januaari-NNGUR+TAR=GALUAR+NIQ<ental<Absolut
januaareqariartorneruna	januaari-QAR+GIARTUR+NIQ<ental<Absolut+UNA
januaareqariartortorli	januaari-QAR+GIARTUR+TUQ<ental<Absolut+LI
januaareqarunnaartoq	januaari-QAR+GUNNAAR+TUQ<ental<Absolut
januaareqaannarpoq	januaari-QAR-INNAR<Indikativ<han
januaareqaannarneq	januaari-QAR-INNAR+NIQ<ental<Absolut
januaareqaannarnerli	januaari-QAR-INNAR+NIQ<ental<Absolut+LI
januaareqaannartoq	januaari-QAR-INNAR+TUQ<ental<Absolut
januaareqaannartorluunniit	januaari-QAR-INNAR+TUQ<ental<Absolut+LUUNNIIT
januaareqalaartoq	januaari-QAR-LAAR<Participium<han
januaareqalaartarporluunniit	januaari-QAR-LAAR=TAR<Indikativ<han+LUUNNIIT
januaareqalaartarnerlu	januaari-QAR-LAAR=TAR+NIQ<ental<Absolut+LU
januaareqalaartartorli	januaari-QAR-LAAR=TAR<Participium<han+LI
januaareqalaartartorli	januaari-QAR-LAAR=TAR+TUQ<ental<Absolut+LI
januaareqalaartartorlu	januaari-QAR-LAAR=TAR+TUQ<ental<Absolut+LU
januaareqalaartartoruna	januaari-QAR-LAAR=TAR+TUQ<ental<Absolut+UNA
januaareqalaartoq	januaari-QAR-LAAR+TUQ<ental<Absolut
januaareqalaartorluunniit	januaari-QAR-LAAR+TUQ<ental<Absolut+LUUNNIIT
januaareqalerporli	januaari-QAR-LIR<Indikativ<han+LI
januaareqalerporluunniit	januaari-QAR-LIR<Indikativ<han+LUUNNIIT
januaareqalerpa	januaari-QAR-LIR<Interrogativ<han
januaareqalerneq	januaari-QAR-LIR+NIQ<ental<Absolut
januaareqalertoq	januaari-QAR-LIR<Participium<han
januaareqalertoq	januaari-QAR-LIR+TUQ<ental<Absolut
januaareqalertoruna	januaari-QAR-LIR+TUQ<ental<Absolut+UNA
januaareqarnianngilarluunniit	januaari-QAR+NIAR=NNGIT<Indikativ<han+LUUNNIIT
januaareqanngimmat	januaari-QAR-NNGIT<Causativ<han
januaareqannginninili	januaari-QAR-NNGIT+NIQ<ental<sin<Absolut+LI
januaareqanngitsorli	januaari-QAR-NNGIT<Participium<han+LI
januaareqanngitsoq	januaari-QAR-NNGIT+TUQ
januaareqaqqaarpoq	januaari-QAR-QQAAR<Indikativ<han
januaareqaqqaarpa	januaari-QAR-QQAAR<Interrogativ<han
januaareqaqqaarneq	januaari-QAR-QQAAR+NIQ<ental<Absolut
januaareqaqqaartorluunniit	januaari-QAR-QQAAR<Participium<han+LUUNNIIT
januaareqaqqaartoq	januaari-QAR-QQAAR+TUQ<ental<Absolut
januaareqaqqaartoruna	januaari-QAR-QQAAR+TUQ<ental<Absolut+UNA
januaareqaqqummangali	januaari-QAR-QQU<Causativ<HanMig+LI
januaareqaqqugakku	januaari-QAR-QQU<Causativ<JegHam
januaareqaqqutiginuna	januaari-QAR-QQU<Imperativ<ViDem+UNA
januaareqaqquiuk	januaari-QAR-QQU<Interrogativ<DuHam
januaareqaqqullunga	januaari-QAR-QQU<Ledsagemåde<mig
januaareqaqqulara	januaari-QAR-QQU<Optativ<JegHam
januaareqaqqularali	januaari-QAR-QQU<Optativ<JegHam+LI
januaareqaqqularaana	januaari-QAR-QQU<Optativ<JegHam+UNA
januaareqariarmatali	januaari-QAR-RIAR<Causativ<de+LI
januaareqariarmataana	januaari-QAR-RIAR<Causativ<de+UNA
januaareqariarmat	januaari-QAR-RIAR<Causativ<han
januaareqariarmalluunniit	januaari-QAR-RIAR<Causativ<han+LUUNNIIT
januaareqariarattalu	januaari-QAR-RIAR<Causativ<vi+LU
januaareqariarfik	januaari-QAR-RIAR+FIK<ental<Absolut
januaareqariarfima	januaari-QAR-RIAR+FIK<flertal<min<Relativ
januaareqariarlutik	januaari-QAR-RIAR<Ledsagemåde<de_selv
januaareqariarlutinguna	januaari-QAR-RIAR<Ledsagemåde<de_selv+UNA
januaareqariarnerata	januaari-QAR-RIAR+NIQ<ental<deres<Relativ
januaareqariarnerilli	januaari-QAR-RIAR+NIQ<flertal<Absolut+LI
januaareqariartussaniuna	januaari-QAR-RIAR+TUQ-SSAQ<flertal<Lokalis+UNA
januaareqareerporlu	januaari-QAR-RIIR<Indikativ<han+LU
januaareqareerporluunniit	januaari-QAR-RIIR<Indikativ<han+LUUNNIIT
januaareqareerneq	januaari-QAR-RIIR+NIQ<ental<Absolut
januaareqareernerli	januaari-QAR-RIIR+NIQ<ental<Absolut+LI
januaareqareernerluunniit	januaari-QAR-RIIR+NIQ<ental<Absolut+LUUNNIIT
januaareqareertoq	januaari-QAR-RIIR+TUQ<ental<Absolut
januaareqareertorlu	januaari-QAR-RIIR+TUQ<ental<Absolut+LU
januaareqassagaluarporluunniit	januaari-QAR-SSA=GALUAR<Indikativ<han+LUUNNIIT
januaareqassagaluarneq	januaari-QAR-SSA=GALUAR+NIQ<ental<Absolut
januaareqassagaluarnerli	januaari-QAR-SSA=GALUAR+NIQ<ental<Absolut+LI
januaareqassagaluarnerlu	januaari-QAR-SSA=GALUAR+NIQ<ental<Absolut+LU
januaareqassagaluarneruna	januaari-QAR-SSA=GALUAR+NIQ<ental<Absolut+UNA
januaareqassaaq	januaari-QAR-SSA<Indikativ<han
januaareqassava	januaari-QAR-SSA<Interrogativ<han
januaareqassasorlu	januaari-QAR-SSA<Participium<han+LU
januaareqartaraluarnerli	januaari-QAR+TAR=GALUAR+NIQ<ental<Absolut+LI
januaareqartorujorujussuua	januaari-QAR+TUQ=RUJUK=RUJUK=SUAQ=U<Interrogativ<han
januaareqartorujorujussuunerli	januaari-QAR+TUQ=RUJUK=RUJUK=SUAQ=U+NIQ<ental<Absolut+LI
januaareqavippoq	januaari-QAR-VIP<Indikativ<han
januaareqavipporuna	januaari-QAR-VIP<Indikativ<han+UNA
januaareqavippa	januaari-QAR-VIP<Interrogativ<han
januaareqavinneq	januaari-QAR-VIP+NIQ<ental<Absolut
januaareqavittorli	januaari-QAR-VIP<Participium<han+LI
januaareqavittoq	januaari-QAR-VIP+TUQ<ental<Absolut
januaareqavittorli	januaari-QAR-VIP+TUQ<ental<Absolut+LI
januaarisiuinnarpa	januaari+SIUR-INNAR<Interrogativ<han
januaarisiuinnartoq	januaari+SIUR-INNAR<Participium<han
januaarisiuinnartoq	januaari+SIUR-INNAR+TUQ<ental<Absolut
januaarisiulaartoq	januaari+SIUR-LAAR<Participium<han
januaarisiulaartorli	januaari+SIUR-LAAR<Participium<han+LI
januaarisiorniartoq	januaari+SIUR+NIAR<Participium<han
januaarisioqqaartorlu	januaari+SIUR-QQAAR<Participium<han+LU
januaarisioqqaartoq	januaari+SIUR-QQAAR+TUQ<ental<Absolut
januaarisioqqutigilluunniit	januaari+SIUR-QQU<Imperativ<ViDem+LUUNNIIT
januaarisioreertoq	januaari+SIUR-RIIR+TUQ<ental<Absolut
januaarisiortaraluarneq	januaari+SIUR+TAR=GALUAR+NIQ<ental<Absolut
januaarisiortariaqartoruna	januaari+SIUR+TARIAQAR<Participium<han+UNA
januaaritaannarpoq	januaari+TAAR-INNAR<Indikativ<han
januaaritaannartorluunniit	januaari+TAAR-INNAR+TUQ<ental<Absolut+LUUNNIIT
januaaritaalaartarpoq	januaari+TAAR-LAAR=TAR<Indikativ<han
januaaritaalaartarnerli	januaari+TAAR-LAAR=TAR+NIQ<ental<Absolut+LI
januaaritaalaartartorli	januaari+TAAR-LAAR=TAR<Participium<han+LI
januaaritaalertoq	januaari+TAAR-LIR<Participium<han
januaaritaalertorlu	januaari+TAAR-LIR<Participium<han+LU
januaaritaalertoq	januaari+TAAR-LIR+TUQ<ental<Absolut
januaaritaalertorlu	januaari+TAAR-LIR+TUQ<ental<Absolut+LU
januaaritaaqqummanga	januaari+TAAR-QQU<Causativ<HanMig
januaaritaariarnini	januaari+TAAR-RIAR+NIQ<ental<sin<Absolut
januaaritaassagaluartorluunniit	januaari+TAAR-SSA=GALUAR+TUQ<ental<Absolut+LUUNNIIT
januaaritaavittoq	januaari+TAAR-VIP<Participium<han
januaariummata	januaari-U<Causativ<de
januaariorusuttoqaannarlutik	januaari-U+GUSUP+TUQ-QAR-INNAR<Ledsagemåde<de_selv
januaarioqqaarama	januaari-U-QQAAR<Causativ<jeg
januaarioqqaarpulli	januaari-U-QQAAR<Indikativ<de+LI
januaarioqqaartungalu	januaari-U-QQAAR<Participium<jeg+LU
januaarioqquatillu	januaari-U-QQU<Indikativ<DuDem+LU
januaarioqqulluginuna	januaari-U-QQU<Ledsagemåde<dem+UNA
januaarioqqulara	januaari-U-QQU<Optativ<JegHam
januaarioriarfik	januaari-U-RIAR+FIK<ental<Absolut
januaarioriarlutilluunniit	januaari-U-RIAR<Ledsagemåde<de_selv+LUUNNIIT
januaariusinnaasorujussuattut	januaari-U+SINNAA+TUQ-RUJUK=SUAQ<ental<deres<Aequalis
januaariussaagullu	januaari-U-SSA<Indikativ<vi+LU
januaariusaraluartussaq	januaari-U+TAR=GALUAR+TUQ-SSAQ<ental<Absolut
januaariusussaanini	januaari-U+TUQ=SSAQ=U+NIQ<ental<sin<Absolut
januaariuallaanngitsorujunguna	januaari-U+VALLAAR=NNGIT+TUQ-RUJUK<ental<Absolut+UNA
januaariuittulli	januaari-U-VIP<Participium<de+LI
kalaaleq	kalaaleq<ental<Absolut
kalaallimeeqqaartorlu	kalaaleq<ental<Instrumentalis-IR-QQAAR+TUQ<ental<Absolut+LU
kalaallimi	kalaaleq<ental<Lokalis
kalaallimeereerpit	kalaaleq<ental<Lokalis+IP-RIIR<Interrogativ<du
kalaallimukareerpisi	kalaaleq<ental<Terminalis-KAR-RIIR<Interrogativ<I
kalaallimulli	kalaaleq<ental<Terminalis+LI
kalaallikkulli	kalaaleq<ental<Vialis+LI
kalaallineertariaqarlutik	kalaaleq<flertal<Instrumentalis-IR+TARIAQAR<Ledsagemåde<de_selv
kalaallini	kalaaleq<flertal<Lokalis
kalaallineeqqaartungaluunniit	kalaaleq<flertal<Lokalis+IP-QQAAR<Participium<jeg+LUUNNIIT
kalaaleriittut	kalaaleq+GIIT<flertal<Aequalis
kalaaleriinneereerlutik	kalaaleq+GIIT<flertal<Lokalis+IP-RIIR<Ledsagemåde<de_selv
kalaaleriilerpiuk	kalaaleq+GIIT-LIR_nv<Interrogativ<DuHam
kalaalikkunneeqqaartoqanngilaq	kalaaleq-KKUT<flertal<Instrumentalis-IR-QQAAR+TUQ-QAR-NNGIT<Indikativ<han
kalaalillit	kalaaleq-LIK<flertal<Relativ
kalaalinnguataluunniit	kalaaleq-NNGUAQ<ental<deres<Relativ+LUUNNIIT
kalaalinngorluarfinnguuffeqassasungali	kalaaleq-NNGUR+LUAR+FIK-NNGUAQ-U+FIK-QAR-SSA<Participium<jeg+LI
kalaalinngoqqaarniniuna	kalaaleq-NNGUR-QQAAR+NIQ<ental<sin<Absolut+UNA
kalaalerpassui	kalaaleq+PASSUAQ<flertal<hans<Absolut
kalaaleqalaartarpoq	kalaaleq-QAR-LAAR=TAR<Indikativ<han
kalaalerujoqaqquiuk	kalaaleq-RUJUK-QAR-QQU<Interrogativ<DuHam
kalaalersioriartorama	kalaaleq+SIUR+GIARTUR<Causativ<jeg
kalaalissaagaluattullu	kalaaleq-SSAQ=U=GALUAQ<ental<deres<Aequalis+LU
kalaalertaannginnerillu	kalaaleq+TAAR-NNGIT+NIQ<flertal<Absolut+LU
kalaaliunerusunnguakkut	kalaaleq-U+NIRU+TUQ-NNGUAQ<ental<Vialis
kalaalioqqutigit	kalaaleq-U-QQU<Imperativ<ViDem
kalaallisulli	kalaallisut<Partikel+LI
kalaallisullu	kalaallisut<Partikel+LU
kalaallisununa	kalaallisut<Partikel+UNA
Kangaatsiaq	Kangaatsiaq<ental<Absolut
Kangaatsiarli	Kangaatsiaq<ental<Absolut+LI
Kangaatsiarlu	Kangaatsiaq<ental<Absolut+LU
Kangaatsiarluunniit	Kangaatsiaq<ental<Absolut+LUUNNIIT
Kangaatsiaruna	Kangaatsiaq<ental<Absolut+UNA
Kangaatsiamik	Kangaatsiaq<Instrumentalis
Kangaatsiamilluunniit	Kangaatsiaq<Instrumentalis+LUUNNIIT
Kangaatsiaminguna	Kangaatsiaq<Instrumentalis+UNA
Kangaatsiami	Kangaatsiaq<Lokalis
Kangaatsiameereerpisi	Kangaatsiaq<Lokalis+IP-RIIR<Interrogativ<I
Kangaatsiamiissallutinguna	Kangaatsiaq<Lokalis+IP-SSA<Ledsagemåde<de_selv+UNA
Kangaatsiamiippallaannginatilli	Kangaatsiaq<Lokalis+IP+VALLAAR=NNGIT<Ledsagemåde<de_selv+LI
Kangaatsiamiluunniit	Kangaatsiaq<Lokalis+LUUNNIIT
Kangaatsiarmiulu	Kangaatsiaq+MIU<ental<Absolut+LU
Kangaatsiarmiuniluunniit	Kangaatsiaq+MIU<flertal<Lokalis+LUUNNIIT
Kangaatsiarmiulerilluarfikunik	Kangaatsiaq+MIU-LIRI+LUAR+FIK-KU<flertal<Instrumentalis
Kangaatsiarmiunngussavit	Kangaatsiaq+MIU-NNGUR-SSA<Interrogativ<du
Kangaatsiarmioqarpoq	Kangaatsiaq+MIU-QAR<Indikativ<han
Kangaatsiarmioqarneq	Kangaatsiaq+MIU-QAR+NIQ<ental<Absolut
Kangaatsiarmioqarnerlu	Kangaatsiaq+MIU-QAR+NIQ<ental<Absolut+LU
Kangaatsiarmiooqquassi	Kangaatsiaq+MIU-U-QQU<Indikativ<JegJer
Kangaatsiarmiooqalutik	Kangaatsiaq+MIU-U-QӘ<Ledsagemåde<de_selv
Kangaatsiarmiooriaratta	Kangaatsiaq+MIU-U-RIAR<Causativ<vi
Kangaatsiarmiooriarlutinguna	Kangaatsiaq+MIU-U-RIAR<Ledsagemåde<de_selv+UNA
Kangaatsiarmiooreertunga	Kangaatsiaq+MIU-U-RIIR<Participium<jeg
Kangaatsiarmiuutipparaluunniit	Kangaatsiaq+MIU-U+TIP<Indikativ<JegHam+LUUNNIIT
Kangaatsiamut	Kangaatsiaq<Terminalis
Kangaatsiamukassagaluarlutik	Kangaatsiaq<Terminalis-KAR-SSA=GALUAR<Ledsagemåde<de_selv
Kangaatsiamulli	Kangaatsiaq<Terminalis+LI
Kangaatsiamullu	Kangaatsiaq<Terminalis+LU
Kangaatsiamununa	Kangaatsiaq<Terminalis+UNA
Kangaatsiakkut	Kangaatsiaq<Vialis
Kangaatsiakkulli	Kangaatsiaq<Vialis+LI
Kangaatsiakkullu	Kangaatsiaq<Vialis+LU
Kangerlussuaq	Kangerlussuaq<ental<Absolut
Kangerlussuarli	Kangerlussuaq<ental<Absolut+LI
Kangerlussuarmik	Kangerlussuaq<Instrumentalis
Kangerlussuarminguna	Kangerlussuaq<Instrumentalis+UNA
Kangerlussuarmi	Kangerlussuaq<Lokalis
Kangerlussuarmiikkiartornerluunniit	Kangerlussuaq<Lokalis+IP+GIARTUR+NIQ<ental<Absolut+LUUNNIIT
Kangerlussuarmeereerpugununa	Kangerlussuaq<Lokalis+IP-RIIR<Indikativ<vi+UNA
Kangerlussuarmeereertut	Kangerlussuaq<Lokalis+IP-RIIR<Participium<de
Kangerlussuarmili	Kangerlussuaq<Lokalis+LI
Kangerlussuarmilu	Kangerlussuaq<Lokalis+LU
Kangerlussuarmiumukaannaramali	Kangerlussuaq+MIU<ental<Terminalis-KAR-INNAR<Causativ<jeg+LI
Kangerlussuarmioqarneq	Kangerlussuaq+MIU-QAR+NIQ<ental<Absolut
