TA+una+Gram/Dem+Pron+Abs+Sg	taanna
nuliaq+Sem/Hfam+QAR+Sem/have+Gram/IV+SSA+NNGIT+V+Int+2Sg+LU	nuliaqassanngilatillu
nuliaq+Sem/Hfam+QAR+Sem/have+Gram/IV+SSA+NNGIT+V+Int+2Sg	nuliaqassanngilatit
nuliaq+Sem/Hfam+QAR+Sem/have+Gram/IV+SSA+V+Ind+3Sg	nuliaqassaaq
nuliaq+Sem/Hfam+QAR+Sem/have+Gram/IV+SSA+V+Ind+3Sg+LI	nuliaqassaarli
nuliaq+Sem/Hfam+QAR+Sem/have+Gram/IV+SSA+V+Ind+3Sg+LU	nuliaqassaarlu
nuliaq+Sem/Hfam+QAR+Sem/have+Gram/IV+SSA+V+Ind+1Sg	nuliaqassaanga
nuliaq+Sem/Hfam+QAR+Sem/have+Gram/IV+SSA+V+Ind+1Sg+LI	nuliaqassaangali
nuliaq+Sem/Hfam+QAR+Sem/have+Gram/IV+SSA+V+Ind+1Sg+LU	nuliaqassaangalu
nuliaq+Sem/Hfam+QAR+Sem/have+Gram/IV+NNGIT+V+Ind+3Sg	nuliaqanngilaq
nuliaq+Sem/Hfam+QAR+Sem/have+Gram/IV+NNGIT+V+Ind+3Sg+LI	nuliaqanngilarli
nuliaq+Sem/Hfam+QAR+Sem/have+Gram/IV+NNGIT+V+Ind+3Sg+LU	nuliaqanngilarlu
nuliaq+Sem/Hfam+QAR+Sem/have+Gram/IV+NNGIT+V+Ind+1Sg	nuliaqanngilanga
nuliaq+Sem/Hfam+QAR+Sem/have+Gram/IV+NNGIT+V+Ind+1Sg+LI	nuliaqanngilangali
nuliaq+Sem/Hfam+QAR+Sem/have+Gram/IV+NNGIT+V+Ind+1Sg+LU	nuliaqanngilangalu
nuliaq+Sem/Hfam+QAR+Sem/have+Gram/IV+NNGIT+V+Int+2Sg+LI	nuliaqanngilatilli
nuliaq+Sem/Hfam+QAR+Sem/have+Gram/IV+NNGIT+V+Int+2Sg+LU	nuliaqanngilatillu
nuliaq+Sem/Hfam+QAR+Sem/have+Gram/IV+NNGIT+V+Int+2Sg	nuliaqanngilatit
nuliaq+Sem/Hfam+U+Sem/be_copula+V+Int+2Sg+LI	nuliaavilli
nuliaq+Sem/Hfam+U+Sem/be_copula+V+Int+2Sg+LU	nuliaavillu
nuliaq+Sem/Hfam+U+Sem/be_copula+V+Int+2Sg	nuliaavit
nuliaq+Sem/Hfam+U+Sem/be_copula+V+Ind+1Sg	nuliaavunga
nuliaq+Sem/Hfam+U+Sem/be_copula+V+Ind+1Sg+LI	nuliaavungali
nuliaq+Sem/Hfam+U+Sem/be_copula+V+Ind+1Sg+LU	nuliaavungalu
nuliaq+Sem/Hfam+U+Sem/be_copula+V+Ind+3Sg	nuliaavoq
nuliaq+Sem/Hfam+U+Sem/be_copula+V+Ind+3Sg+LI	nuliaavorli
nuliaq+Sem/Hfam+U+Sem/be_copula+V+Ind+3Sg+LU	nuliaavorlu
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+SSA+V+Int+2Sg+LI	nuliaassavilli
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+SSA+V+Int+2Sg+LU	nuliaassavillu
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+SSA+V+Int+2Sg	nuliaassavit
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg	nuliaassanngilaq
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LI	nuliaassanngilarli
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LU	nuliaassanngilarlu
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+1Sg	nuliaassanngilanga
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+1Sg+LI	nuliaassanngilangali
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+1Sg+LU	nuliaassanngilangalu
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Int+2Sg+LI	nuliaassanngilatilli
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Int+2Sg+LU	nuliaassanngilatillu
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Int+2Sg	nuliaassanngilatit
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg	nuliaassaaq
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg+LI	nuliaassaarli
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg+LU	nuliaassaarlu
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+SSA+V+Ind+1Sg	nuliaassaanga
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+SSA+V+Ind+1Sg+LI	nuliaassaangali
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+SSA+V+Ind+1Sg+LU	nuliaassaangalu
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg+LI	nuliaarusussavilli
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg+LU	nuliaarusussavillu
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg	nuliaarusussavit
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg	nuliaarusussanngilaq
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LI	nuliaarusussanngilarli
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LU	nuliaarusussanngilarlu
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg	nuliaarusussanngilanga
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg+LI	nuliaarusussanngilangali
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg+LU	nuliaarusussanngilangalu
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg+LI	nuliaarusussanngilatilli
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg+LU	nuliaarusussanngilatillu
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg	nuliaarusussanngilatit
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg	nuliaarusussaaq
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LI	nuliaarusussaarli
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LU	nuliaarusussaarlu
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg	nuliaarusussaanga
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+LI	nuliaarusussaangali
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+LU	nuliaarusussaangalu
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg+LI	nuliaarusuppilli
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg+LU	nuliaarusuppillu
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg	nuliaarusuppit
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg	nuliaarusuppoq
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LI	nuliaarusupporli
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LU	nuliaarusupporlu
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg	nuliaarusuppunga
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg+LI	nuliaarusuppungali
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg+LU	nuliaarusuppungalu
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg	nuliaarusunngilaq
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LI	nuliaarusunngilarli
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LU	nuliaarusunngilarlu
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg	nuliaarusunngilanga
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg+LI	nuliaarusunngilangali
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg+LU	nuliaarusunngilangalu
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Int+2Sg+LI	nuliaarusunngilatilli
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Int+2Sg+LU	nuliaarusunngilatillu
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Int+2Sg	nuliaarusunngilatit
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg	nuliaanngilaq
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LI	nuliaanngilarli
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LU	nuliaanngilarlu
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+1Sg	nuliaanngilanga
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+1Sg+LI	nuliaanngilangali
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+1Sg+LU	nuliaanngilangalu
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+NNGIT+V+Int+2Sg+LI	nuliaanngilatilli
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+NNGIT+V+Int+2Sg+LU	nuliaanngilatillu
nuliaq+Sem/Hfam+U+Sem/be_copula+Gram/IV+NNGIT+V+Int+2Sg	nuliaanngilatit
najor+Gram/TV+TAQ+Sem/Lh+N+Ins+Sg	najukkamik
najor+Gram/TV+TAQ+Sem/Lh+N+Ins+Sg+LI	najukkamilli
najor+Gram/TV+TAQ+Sem/Lh+N+Ins+Sg+LU	najukkamillu
najor+Gram/TV+TAQ+Sem/Lh+N+Abl+Sg+LI	najukkamilli
najor+Gram/TV+TAQ+Sem/Lh+N+Abl+Sg+LU	najukkamillu
najor+Gram/TV+TAQ+Sem/Lh+N+Abl+Sg	najukkamit
najor+Gram/TV+TAQ+Sem/Lh+N+Lok+Sg	najukkami
najor+Gram/TV+TAQ+Sem/Lh+N+Lok+Sg+LI	najukkamili
najor+Gram/TV+TAQ+Sem/Lh+N+Lok+Sg+LU	najukkamilu
najor+Gram/TV+TAQ+Sem/Lh+N+Trm+Sg+LI	najukkamulli
najor+Gram/TV+TAQ+Sem/Lh+N+Trm+Sg+LU	najukkamullu
najor+Gram/TV+TAQ+Sem/Lh+N+Trm+Sg	najukkamut
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+V+Int+2Sg+LI	najugaqarpilli
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+V+Int+2Sg+LU	najugaqarpillu
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+V+Int+2Sg	najugaqarpit
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+V+Ind+3Sg	najugaqarpoq
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+V+Ind+3Sg+LI	najugaqarporli
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+V+Ind+3Sg+LU	najugaqarporlu
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg+LI	najugaqarusussavilli
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg+LU	najugaqarusussavillu
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg	najugaqarusussavit
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg	najugaqarusussanngilaq
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LI	najugaqarusussanngilarli
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LU	najugaqarusussanngilarlu
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg	najugaqarusussanngilanga
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg+LI	najugaqarusussanngilangali
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg+LU	najugaqarusussanngilangalu
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg+LI	najugaqarusussanngilatilli
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg+LU	najugaqarusussanngilatillu
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg	najugaqarusussanngilatit
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg	najugaqarusussaaq
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LI	najugaqarusussaarli
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LU	najugaqarusussaarlu
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg	najugaqarusussaanga
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+LI	najugaqarusussaangali
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+LU	najugaqarusussaangalu
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg+LI	najugaqarusuppilli
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg+LU	najugaqarusuppillu
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg	najugaqarusuppit
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg	najugaqarusuppoq
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LI	najugaqarusupporli
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LU	najugaqarusupporlu
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg	najugaqarusuppunga
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg+LI	najugaqarusuppungali
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg+LU	najugaqarusuppungalu
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg	najugaqarusunngilaq
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LI	najugaqarusunngilarli
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LU	najugaqarusunngilarlu
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg	najugaqarusunngilanga
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg+LI	najugaqarusunngilangali
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg+LU	najugaqarusunngilangalu
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Int+2Sg+LI	najugaqarusunngilatilli
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Int+2Sg+LU	najugaqarusunngilatillu
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Int+2Sg	najugaqarusunngilatit
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+V+Ind+1Sg	najugaqarpunga
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+V+Ind+1Sg+LI	najugaqarpungali
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+V+Ind+1Sg+LU	najugaqarpungalu
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+SSA+V+Int+2Sg+LI	najugaqassavilli
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+SSA+V+Int+2Sg+LU	najugaqassavillu
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+SSA+V+Int+2Sg	najugaqassavit
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+SSA+NNGIT+V+Ind+3Sg	najugaqassanngilaq
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LI	najugaqassanngilarli
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LU	najugaqassanngilarlu
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+SSA+NNGIT+V+Ind+1Sg	najugaqassanngilanga
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+SSA+NNGIT+V+Ind+1Sg+LI	najugaqassanngilangali
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+SSA+NNGIT+V+Ind+1Sg+LU	najugaqassanngilangalu
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+SSA+NNGIT+V+Int+2Sg+LI	najugaqassanngilatilli
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+SSA+NNGIT+V+Int+2Sg+LU	najugaqassanngilatillu
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+SSA+NNGIT+V+Int+2Sg	najugaqassanngilatit
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+SSA+V+Ind+3Sg	najugaqassaaq
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+SSA+V+Ind+3Sg+LI	najugaqassaarli
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+SSA+V+Ind+3Sg+LU	najugaqassaarlu
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+SSA+V+Ind+1Sg	najugaqassaanga
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+SSA+V+Ind+1Sg+LI	najugaqassaangali
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+SSA+V+Ind+1Sg+LU	najugaqassaangalu
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+NNGIT+V+Ind+3Sg	najugaqanngilaq
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+NNGIT+V+Ind+3Sg+LI	najugaqanngilarli
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+NNGIT+V+Ind+3Sg+LU	najugaqanngilarlu
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+NNGIT+V+Ind+1Sg	najugaqanngilanga
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+NNGIT+V+Ind+1Sg+LI	najugaqanngilangali
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+NNGIT+V+Ind+1Sg+LU	najugaqanngilangalu
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+NNGIT+V+Int+2Sg+LI	najugaqanngilatilli
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+NNGIT+V+Int+2Sg+LU	najugaqanngilatillu
najor+Gram/TV+TAQ+QAR+Gram/IV+Sem/lodge+Gram/IV+NNGIT+V+Int+2Sg	najugaqanngilatit
najor+Gram/TV+TAQ+Sem/Lh+N+Abs+Sg	najugaq
najor+Gram/TV+TAQ+Sem/Lh+N+Abs+Sg+1SgPoss	najugara
najor+Gram/TV+TAQ+Sem/Lh+N+Abs+Sg+1SgPoss+LI	najugarali
najor+Gram/TV+TAQ+Sem/Lh+N+Abs+Sg+1SgPoss+LU	najugaralu
najor+Gram/TV+TAQ+Sem/Lh+N+Abs+Sg+LI	najugarli
najor+Gram/TV+TAQ+Sem/Lh+N+Abs+Sg+LU	najugarlu
najor+Gram/TV+TAQ+Sem/Lh+U+Sem/be_copula+V+Ind+3Sg	najugaavoq
najor+Gram/TV+TAQ+Sem/Lh+U+Sem/be_copula+V+Ind+3Sg+LI	najugaavorli
najor+Gram/TV+TAQ+Sem/Lh+U+Sem/be_copula+V+Ind+3Sg+LU	najugaavorlu
najor+Gram/TV+TAQ+Sem/Lh+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg	najugaassanngilaq
najor+Gram/TV+TAQ+Sem/Lh+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LI	najugaassanngilarli
najor+Gram/TV+TAQ+Sem/Lh+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LU	najugaassanngilarlu
najor+Gram/TV+TAQ+Sem/Lh+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg	najugaassaaq
najor+Gram/TV+TAQ+Sem/Lh+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg+LI	najugaassaarli
najor+Gram/TV+TAQ+Sem/Lh+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg+LU	najugaassaarlu
najor+Gram/TV+TAQ+Sem/Lh+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg	najugaarusussanngilaq
najor+Gram/TV+TAQ+Sem/Lh+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LI	najugaarusussanngilarli
najor+Gram/TV+TAQ+Sem/Lh+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LU	najugaarusussanngilarlu
najor+Gram/TV+TAQ+Sem/Lh+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg	najugaarusussaaq
najor+Gram/TV+TAQ+Sem/Lh+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LI	najugaarusussaarli
najor+Gram/TV+TAQ+Sem/Lh+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LU	najugaarusussaarlu
najor+Gram/TV+TAQ+Sem/Lh+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg	najugaarusuppoq
najor+Gram/TV+TAQ+Sem/Lh+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LI	najugaarusupporli
najor+Gram/TV+TAQ+Sem/Lh+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LU	najugaarusupporlu
najor+Gram/TV+TAQ+Sem/Lh+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg	najugaarusunngilaq
najor+Gram/TV+TAQ+Sem/Lh+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LI	najugaarusunngilarli
najor+Gram/TV+TAQ+Sem/Lh+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LU	najugaarusunngilarlu
najor+Gram/TV+TAQ+Sem/Lh+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg	najugaanngilaq
najor+Gram/TV+TAQ+Sem/Lh+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LI	najugaanngilarli
najor+Gram/TV+TAQ+Sem/Lh+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LU	najugaanngilarlu
naapip+Sem/encounter+Gram/TV+GUSUP+Sem/wish+SSA+V+Int+2Sg+3SgO	naapikkusussaviuk
