taanna	TA+una+Gram/Dem+Pron+Abs+Sg
illoqarusussanngilatilli	illu+Sem/build+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg+LI
illoqarusussanngilatillu	illu+Sem/build+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg+LU
illoqarusussanngilatit	illu+Sem/build+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg
illoqarusussaaq	illu+Sem/build+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg
illoqarusussaarli	illu+Sem/build+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LI
illoqarusussaarlu	illu+Sem/build+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LU
illoqarusussaanga	illu+Sem/build+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg
illoqarusussaangali	illu+Sem/build+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+LI
illoqarusussaangalu	illu+Sem/build+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+LU
illoqarusuppilli	illu+Sem/build+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg+LI
illoqarusuppillu	illu+Sem/build+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg+LU
illoqarusuppit	illu+Sem/build+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg
illoqarusuppoq	illu+Sem/build+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg
illoqarusupporli	illu+Sem/build+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LI
illoqarusupporlu	illu+Sem/build+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LU
illoqarusuppunga	illu+Sem/build+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg
illoqarusuppungali	illu+Sem/build+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg+LI
illoqarusuppungalu	illu+Sem/build+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+V+Ind+1Sg+LU
illoqarusunngilaq	illu+Sem/build+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg
illoqarusunngilarli	illu+Sem/build+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LI
illoqarusunngilarlu	illu+Sem/build+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LU
illoqarusunngilanga	illu+Sem/build+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg
illoqarusunngilangali	illu+Sem/build+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg+LI
illoqarusunngilangalu	illu+Sem/build+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg+LU
illoqarusunngilatilli	illu+Sem/build+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Int+2Sg+LI
illoqarusunngilatillu	illu+Sem/build+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Int+2Sg+LU
illoqarusunngilatit	illu+Sem/build+QAR+Sem/have+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Int+2Sg
illoqarpunga	illu+Sem/build+QAR+Sem/have+V+Ind+1Sg
illoqarpungali	illu+Sem/build+QAR+Sem/have+V+Ind+1Sg+LI
illoqarpungalu	illu+Sem/build+QAR+Sem/have+V+Ind+1Sg+LU
illoqassavilli	illu+Sem/build+QAR+Sem/have+Gram/IV+SSA+V+Int+2Sg+LI
illoqassavillu	illu+Sem/build+QAR+Sem/have+Gram/IV+SSA+V+Int+2Sg+LU
illoqassavit	illu+Sem/build+QAR+Sem/have+Gram/IV+SSA+V+Int+2Sg
illoqassanngilaq	illu+Sem/build+QAR+Sem/have+Gram/IV+SSA+NNGIT+V+Ind+3Sg
illoqassanngilarli	illu+Sem/build+QAR+Sem/have+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LI
illoqassanngilarlu	illu+Sem/build+QAR+Sem/have+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LU
illoqassanngilanga	illu+Sem/build+QAR+Sem/have+Gram/IV+SSA+NNGIT+V+Ind+1Sg
illoqassanngilangali	illu+Sem/build+QAR+Sem/have+Gram/IV+SSA+NNGIT+V+Ind+1Sg+LI
illoqassanngilangalu	illu+Sem/build+QAR+Sem/have+Gram/IV+SSA+NNGIT+V+Ind+1Sg+LU
illoqassanngilatilli	illu+Sem/build+QAR+Sem/have+Gram/IV+SSA+NNGIT+V+Int+2Sg+LI
illoqassanngilatillu	illu+Sem/build+QAR+Sem/have+Gram/IV+SSA+NNGIT+V+Int+2Sg+LU
illoqassanngilatit	illu+Sem/build+QAR+Sem/have+Gram/IV+SSA+NNGIT+V+Int+2Sg
illoqassaaq	illu+Sem/build+QAR+Sem/have+Gram/IV+SSA+V+Ind+3Sg
illoqassaarli	illu+Sem/build+QAR+Sem/have+Gram/IV+SSA+V+Ind+3Sg+LI
illoqassaarlu	illu+Sem/build+QAR+Sem/have+Gram/IV+SSA+V+Ind+3Sg+LU
illoqassaanga	illu+Sem/build+QAR+Sem/have+Gram/IV+SSA+V+Ind+1Sg
illoqassaangali	illu+Sem/build+QAR+Sem/have+Gram/IV+SSA+V+Ind+1Sg+LI
illoqassaangalu	illu+Sem/build+QAR+Sem/have+Gram/IV+SSA+V+Ind+1Sg+LU
illoqanngilaq	illu+Sem/build+QAR+Sem/have+Gram/IV+NNGIT+V+Ind+3Sg
illoqanngilarli	illu+Sem/build+QAR+Sem/have+Gram/IV+NNGIT+V+Ind+3Sg+LI
illoqanngilarlu	illu+Sem/build+QAR+Sem/have+Gram/IV+NNGIT+V+Ind+3Sg+LU
illoqanngilanga	illu+Sem/build+QAR+Sem/have+Gram/IV+NNGIT+V+Ind+1Sg
illoqanngilangali	illu+Sem/build+QAR+Sem/have+Gram/IV+NNGIT+V+Ind+1Sg+LI
illoqanngilangalu	illu+Sem/build+QAR+Sem/have+Gram/IV+NNGIT+V+Ind+1Sg+LU
illoqanngilatilli	illu+Sem/build+QAR+Sem/have+Gram/IV+NNGIT+V+Int+2Sg+LI
illoqanngilatillu	illu+Sem/build+QAR+Sem/have+Gram/IV+NNGIT+V+Int+2Sg+LU
illoqanngilatit	illu+Sem/build+QAR+Sem/have+Gram/IV+NNGIT+V+Int+2Sg
illoorusussanngilaq	illu+Sem/build+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg
illoorusussanngilarli	illu+Sem/build+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LI
illoorusussanngilarlu	illu+Sem/build+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LU
illoorusussaaq	illu+Sem/build+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg
illoorusussaarli	illu+Sem/build+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LI
illoorusussaarlu	illu+Sem/build+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LU
illoorusuppoq	illu+Sem/build+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg
illoorusupporli	illu+Sem/build+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LI
illoorusupporlu	illu+Sem/build+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LU
illoorusunngilaq	illu+Sem/build+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg
illoorusunngilarli	illu+Sem/build+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LI
illoorusunngilarlu	illu+Sem/build+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LU
illuuvoq	illu+Sem/build+U+Sem/be_copula+V+Ind+3Sg
illuuvorli	illu+Sem/build+U+Sem/be_copula+V+Ind+3Sg+LI
illuuvorlu	illu+Sem/build+U+Sem/be_copula+V+Ind+3Sg+LU
lluussanngilaq	illu+Sem/build+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg
illuussanngilarli	illu+Sem/build+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LI
illuussanngilarlu	illu+Sem/build+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LU
illuussaaq	illu+Sem/build+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg
illuussaarli	illu+Sem/build+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg+LI
illuussaarlu	illu+Sem/build+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg+LU
illuunngilaq	illu+Sem/build+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg
illuunngilarli	illu+Sem/build+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LI
illuunngilarlu	illu+Sem/build+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LU
illumik	illu+Sem/build+N+Ins+Sg
illumilli	illu+Sem/build+N+Ins+Sg+LI
illumillu	illu+Sem/build+N+Ins+Sg+LU
illumilli	illu+Sem/build+N+Abl+Sg+LI
illumillu	illu+Sem/build+N+Abl+Sg+LU
illumit	illu+Sem/build+N+Abl+Sg
illumi	illu+Sem/build+N+Lok+Sg
illumili	illu+Sem/build+N+Lok+Sg+LI
illumilu	illu+Sem/build+N+Lok+Sg+LU
illumulli	illu+Sem/build+N+Trm+Sg+LI
illumullu	illu+Sem/build+N+Trm+Sg+LU
illumut	illu+Sem/build+N+Trm+Sg
illuga	illu+Sem/build+N+Abs+Sg+1SgPoss
illugali	illu+Sem/build+N+Abs+Sg+1SgPoss+LI
illugalu	illu+Sem/build+N+Abs+Sg+1SgPoss+LU
illu	illu+Sem/build+N+Abs+Sg
illuli	illu+Sem/build+N+Abs+Sg+LI
illulu	illu+Sem/build+N+Abs+Sg+LU
ilinniartikkusussaviuk	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+SSA+V+Int+2Sg+3SgO
ilinniartikkusussaviulli	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+SSA+V+Int+2Sg+3SgO+LI
ilinniartikkusussaviullu	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+SSA+V+Int+2Sg+3SgO+LU
ilinniartikkusussavassi	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+2PlO
ilinniartikkusussavassili	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+2PlO+LI
ilinniartikkusussavassilu	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+2PlO+LU
ilinniartikkusussavara	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+3SgO
ilinniartikkusussavarali	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+3SgO+LI
ilinniartikkusussavaralu	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+3SgO+LU
ilinniartikkusussanngiliuk	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+SSA+NNGIT+Gram/TV+V+Int+2Sg+3SgO
ilinniartikkusussanngiliulli	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+SSA+NNGIT+Gram/TV+V+Int+2Sg+3SgO+LI
ilinniartikkusussanngiliullu	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+SSA+NNGIT+Gram/TV+V+Int+2Sg+3SgO+LU
ilinniartikkusussanngilassi	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+SSA+NNGIT+Gram/TV+V+Ind+1Sg+2PlO
ilinniartikkusussanngilassili	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+SSA+NNGIT+Gram/TV+V+Ind+1Sg+2PlO+LI
ilinniartikkusussanngilassilu	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+SSA+NNGIT+Gram/TV+V+Ind+1Sg+2PlO+LU
ilinniartikkusussanngilara	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+SSA+NNGIT+Gram/TV+V+Ind+1Sg+3SgO
ilinniartikkusussanngilarali	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+SSA+NNGIT+Gram/TV+V+Ind+1Sg+3SgO+LI
ilinniartikkusussanngilaralu	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+SSA+NNGIT+Gram/TV+V+Ind+1Sg+3SgO+LU
ilinniartikkusuppiuk	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+V+Int+2Sg+3SgO
ilinniartikkusuppiulli	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+V+Int+2Sg+3SgO+LI
ilinniartikkusuppiullu	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+V+Int+2Sg+3SgO+LU
ilinniartikkusuppassi	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+V+Ind+1Sg+2PlO
ilinniartikkusuppassili	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+V+Ind+1Sg+2PlO+LI
ilinniartikkusuppassilu	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+V+Ind+1Sg+2PlO+LU
ilinniartikkusuppara	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+V+Ind+1Sg+3SgO
ilinniartikkusupparali	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+V+Ind+1Sg+3SgO+LI
ilinniartikkusupparalu	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+V+Ind+1Sg+3SgO+LU
ilinniartikkusunngiliuk	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+NNGIT+Gram/TV+V+Int+2Sg+3SgO
ilinniartikkusunngiliulli	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+NNGIT+Gram/TV+V+Int+2Sg+3SgO+LI
ilinniartikkusunngiliullu	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+NNGIT+Gram/TV+V+Int+2Sg+3SgO+LU
ilinniartikkusunngilassi	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+NNGIT+Gram/TV+V+Ind+1Sg+2PlO
ilinniartikkusunngilassili	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+NNGIT+Gram/TV+V+Ind+1Sg+2PlO+LI
ilinniartikkusunngilassilu	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+NNGIT+Gram/TV+V+Ind+1Sg+2PlO+LU
ilinniartikkusunngilara	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+NNGIT+Gram/TV+V+Ind+1Sg+3SgO
ilinniartikkusunngilarali	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+NNGIT+Gram/TV+V+Ind+1Sg+3SgO+LI
ilinniartikkusunngilaralu	ilinniartip+Sem/teach+Gram/TV+GUSUP+Sem/wish+NNGIT+Gram/TV+V+Ind+1Sg+3SgO+LU
ilinniartippiuk	ilinniartip+Sem/teach+Gram/TV+V+Int+2Sg+3SgO
ilinniartippiulli	ilinniartip+Sem/teach+Gram/TV+V+Int+2Sg+3SgO+LI
ilinniartippiullu	ilinniartip+Sem/teach+Gram/TV+V+Int+2Sg+3SgO+LU
ilinniartippassi	ilinniartip+Sem/teach+Gram/TV+V+Ind+1Sg+2PlO
ilinniartippassili	ilinniartip+Sem/teach+Gram/TV+V+Ind+1Sg+2PlO+LI
ilinniartippassilu	ilinniartip+Sem/teach+Gram/TV+V+Ind+1Sg+2PlO+LU
ilinniartippara	ilinniartip+Sem/teach+Gram/TV+V+Ind+1Sg+3SgO
ilinniartipparali	ilinniartip+Sem/teach+Gram/TV+V+Ind+1Sg+3SgO+LI
ilinniartipparalu	ilinniartip+Sem/teach+Gram/TV+V+Ind+1Sg+3SgO+LU
ilinniartissaviuk	ilinniartip+Sem/teach+Gram/TV+SSA+V+Int+2Sg+3SgO
ilinniartissaviulli	ilinniartip+Sem/teach+Gram/TV+SSA+V+Int+2Sg+3SgO+LI
ilinniartissaviullu	ilinniartip+Sem/teach+Gram/TV+SSA+V+Int+2Sg+3SgO+LU
ilinniartissavassi	ilinniartip+Sem/teach+Gram/TV+SSA+V+Ind+1Sg+2PlO
ilinniartissavassili	ilinniartip+Sem/teach+Gram/TV+SSA+V+Ind+1Sg+2PlO+LI
ilinniartissavassilu	ilinniartip+Sem/teach+Gram/TV+SSA+V+Ind+1Sg+2PlO+LU
ilinniartissavara	ilinniartip+Sem/teach+Gram/TV+SSA+V+Ind+1Sg+3SgO
ilinniartissavarali	ilinniartip+Sem/teach+Gram/TV+SSA+V+Ind+1Sg+3SgO+LI
ilinniartissavaralu	ilinniartip+Sem/teach+Gram/TV+SSA+V+Ind+1Sg+3SgO+LU
ilinniartissanngiliuk	ilinniartip+Sem/teach+Gram/TV+SSA+NNGIT+Gram/TV+V+Int+2Sg+3SgO
ilinniartissanngiliulli	ilinniartip+Sem/teach+Gram/TV+SSA+NNGIT+Gram/TV+V+Int+2Sg+3SgO+LI
ilinniartissanngiliullu	ilinniartip+Sem/teach+Gram/TV+SSA+NNGIT+Gram/TV+V+Int+2Sg+3SgO+LU
ilinniartissanngilassi	ilinniartip+Sem/teach+Gram/TV+SSA+NNGIT+Gram/TV+V+Ind+1Sg+2PlO
ilinniartissanngilassili	ilinniartip+Sem/teach+Gram/TV+SSA+NNGIT+Gram/TV+V+Ind+1Sg+2PlO+LI
ilinniartissanngilassilu	ilinniartip+Sem/teach+Gram/TV+SSA+NNGIT+Gram/TV+V+Ind+1Sg+2PlO+LU
ilinniartissanngilara	ilinniartip+Sem/teach+Gram/TV+SSA+NNGIT+Gram/TV+V+Ind+1Sg+3SgO
ilinniartissanngilarali	ilinniartip+Sem/teach+Gram/TV+SSA+NNGIT+Gram/TV+V+Ind+1Sg+3SgO+LI
ilinniartissanngilaralu	ilinniartip+Sem/teach+Gram/TV+SSA+NNGIT+Gram/TV+V+Ind+1Sg+3SgO+LU
ilinniartinngiliuk	ilinniartip+Sem/teach+Gram/TV+NNGIT+Gram/TV+V+Int+2Sg+3SgO
ilinniartinngiliulli	ilinniartip+Sem/teach+Gram/TV+NNGIT+Gram/TV+V+Int+2Sg+3SgO+LI
ilinniartinngiliullu	ilinniartip+Sem/teach+Gram/TV+NNGIT+Gram/TV+V+Int+2Sg+3SgO+LU
ilinniartinngilassi	ilinniartip+Sem/teach+Gram/TV+NNGIT+Gram/TV+V+Ind+1Sg+2PlO
ilinniartinngilassili	ilinniartip+Sem/teach+Gram/TV+NNGIT+Gram/TV+V+Ind+1Sg+2PlO+LI
ilinniartinngilassilu	ilinniartip+Sem/teach+Gram/TV+NNGIT+Gram/TV+V+Ind+1Sg+2PlO+LU
ilinniartinngilara	ilinniartip+Sem/teach+Gram/TV+NNGIT+Gram/TV+V+Ind+1Sg+3SgO
ilinniartinngilarali	ilinniartip+Sem/teach+Gram/TV+NNGIT+Gram/TV+V+Ind+1Sg+3SgO+LI
ilinniartinngilaralu	ilinniartip+Sem/teach+Gram/TV+NNGIT+Gram/TV+V+Ind+1Sg+3SgO+LU
ilissinnilli	ilissi+Gram/Pers+Pron+Abl+2Pl+LI
ilissinnillu	ilissi+Gram/Pers+Pron+Abl+2Pl+LU
ilissinnit	ilissi+Gram/Pers+Pron+Abl+2Pl
ilissinni	ilissi+Gram/Pers+Pron+Lok+2Pl
ilissinnili	ilissi+Gram/Pers+Pron+Lok+2Pl+LI
ilissinnilu	ilissi+Gram/Pers+Pron+Lok+2Pl+LU
ilissinnulli	ilissi+Gram/Pers+Pron+Trm+2Pl+LI
ilissinnullu	ilissi+Gram/Pers+Pron+Trm+2Pl+LU
ilissinnut	ilissi+Gram/Pers+Pron+Trm+2Pl
ilissi	ilissi+Gram/Pers+Pron+Abs+2Pl
ilissili	ilissi+Gram/Pers+Pron+Abs+2Pl+LI
ilissilu	ilissi+Gram/Pers+Pron+Abs+2Pl+LU
atera	ateq+Sem/ac+N+Abs+Sg+1SgPoss
aterali	ateq+Sem/ac+N+Abs+Sg+1SgPoss+LI
ateralu	ateq+Sem/ac+N+Abs+Sg+1SgPoss+LU
aterli	ateq+Sem/ac+N+Abs+Sg+LI
aterlu	ateq+Sem/ac+N+Abs+Sg+LU
ateq	ateq+Sem/ac+N+Abs+Sg
atermik	ateq+Sem/ac+N+Ins+Sg
atermilli	ateq+Sem/ac+N+Ins+Sg+LI
atermillu	ateq+Sem/ac+N+Ins+Sg+LU
atermilli	ateq+Sem/ac+N+Abl+Sg+LI
atermillu	ateq+Sem/ac+N+Abl+Sg+LU
atermit	ateq+Sem/ac+N+Abl+Sg
atermi	ateq+Sem/ac+N+Lok+Sg
atermili	ateq+Sem/ac+N+Lok+Sg+LI
atermilu	ateq+Sem/ac+N+Lok+Sg+LU
atermulli	ateq+Sem/ac+N+Trm+Sg+LI
atermullu	ateq+Sem/ac+N+Trm+Sg+LU
atermut	ateq+Sem/ac+N+Trm+Sg
atiuvoq	ateq+Sem/ac+U+Sem/be_copula+V+Ind+3Sg
atiuvorli	ateq+Sem/ac+U+Sem/be_copula+V+Ind+3Sg+LI
atiuvorlu	ateq+Sem/ac+U+Sem/be_copula+V+Ind+3Sg+LU
atiussanngilaq	ateq+Sem/ac+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg
atiussanngilarli	ateq+Sem/ac+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LI
atiussanngilarlu	ateq+Sem/ac+U+Sem/be_copula+Gram/IV+SSA+NNGIT+V+Ind+3Sg+LU
atiussaaq	ateq+Sem/ac+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg
atiussaarli	ateq+Sem/ac+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg+LI
atiussaarlu	ateq+Sem/ac+U+Sem/be_copula+Gram/IV+SSA+V+Ind+3Sg+LU
atiunngilaq	ateq+Sem/ac+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg
atiunngilarli	ateq+Sem/ac+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LI
atiunngilarlu	ateq+Sem/ac+U+Sem/be_copula+Gram/IV+NNGIT+V+Ind+3Sg+LU
atiorusussanngilaq	ateq+Sem/ac+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg
atiorusussanngilarli	ateq+Sem/ac+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LI
atiorusussanngilarlu	ateq+Sem/ac+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LU
atiorusussaaq	ateq+Sem/ac+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg
atiorusussaarli	ateq+Sem/ac+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LI
atiorusussaarlu	ateq+Sem/ac+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LU
atiorusuppoq	ateq+Sem/ac+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg
atiorusupporli	ateq+Sem/ac+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LI
atiorusupporlu	ateq+Sem/ac+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+V+Ind+3Sg+LU
tiorusunngilaq	ateq+Sem/ac+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg
atiorusunngilarli	ateq+Sem/ac+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LI
atiorusunngilarlu	ateq+Sem/ac+U+Sem/be_copula+Gram/IV+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg+LU
ateqarpilli	ateq+QAR+Sem/be_name+V+Int+2Sg+LI
ateqarpillu	ateq+QAR+Sem/be_name+V+Int+2Sg+LU
ateqarpit	ateq+QAR+Sem/be_name+V+Int+2Sg
ateqarpoq	ateq+QAR+Sem/be_name+V+Ind+3Sg
ateqarporli	ateq+QAR+Sem/be_name+V+Ind+3Sg+LI
ateqarporlu	ateq+QAR+Sem/be_name+V+Ind+3Sg+LU
ateqarusussavilli	ateq+QAR+Sem/be_name+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg+LI
ateqarusussavillu	ateq+QAR+Sem/be_name+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg+LU
ateqarusussavit	ateq+QAR+Sem/be_name+Gram/IV+GUSUP+Sem/wish+SSA+V+Int+2Sg
ateqarusussanngilaq	ateq+QAR+Sem/be_name+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg
ateqarusussanngilarli	ateq+QAR+Sem/be_name+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LI
ateqarusussanngilarlu	ateq+QAR+Sem/be_name+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg+LU
ateqarusussanngilanga	ateq+QAR+Sem/be_name+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg
ateqarusussanngilangali	ateq+QAR+Sem/be_name+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg+LI
ateqarusussanngilangalu	ateq+QAR+Sem/be_name+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg+LU
ateqarusussanngilatilli	ateq+QAR+Sem/be_name+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg+LI
ateqarusussanngilatillu	ateq+QAR+Sem/be_name+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg+LU
ateqarusussanngilatit	ateq+QAR+Sem/be_name+Gram/IV+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg
ateqarusussaaq	ateq+QAR+Sem/be_name+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg
ateqarusussaarli	ateq+QAR+Sem/be_name+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LI
ateqarusussaarlu	ateq+QAR+Sem/be_name+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+3Sg+LU
ateqarusussaanga	ateq+QAR+Sem/be_name+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg
ateqarusussaangali	ateq+QAR+Sem/be_name+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+LI
ateqarusussaangalu	ateq+QAR+Sem/be_name+Gram/IV+GUSUP+Sem/wish+SSA+V+Ind+1Sg+LU
ateqarusuppilli	ateq+QAR+Sem/be_name+Gram/IV+GUSUP+Sem/wish+V+Int+2Sg+LI
